participant,group,speaker,image1,image2,image3,target,response,correct
C04-LV,LV,S07,food,book,hat,book,book,1
C04-LV,LV,S06F,ball,suit,coat,ball,ball,1
C04-LV,LV,S07,tears,mouse,cat,mouse,mouse,1
C04-LV,LV,S08M,pears,boys,lid,boys,boys,1
C04-LV,LV,S0M,bears,house,tears,house,house,1
C04-LV,LV,S06F,piers,bears,clock,clock,clock,1
C04-LV,LV,S0M,gate,paws,shark,shark,shark,1
C04-LV,LV,S0M,suit,teeth,park,suit,suit,1
C04-LV,LV,S0M,suit,paws,ball,ball,ball,1
C04-LV,LV,S08M,bears,piers,cat,bears,bears,1
C04-LV,LV,S06F,coat,mouse,paws,mouse,mouse,1
C04-LV,LV,S07,leg,bees,lid,lid,lid,1
C04-LV,LV,S0M,bears,cot,tears,tears,tears,1
C04-LV,LV,S0M,shirt,coat,piers,coat,coat,1
C04-LV,LV,S06F,road,lid,leg,road,road,1
C04-LV,LV,S08M,park,bees,cat,park,park,1
C04-LV,LV,S06F,ring,gate,bike,gate,gate,1
C04-LV,LV,S0M,book,clock,cup,book,book,1
C04-LV,LV,S06F,toys,foot,bears,foot,foot,1
C04-LV,LV,S0M,piers,cake,bike,bike,bike,1
C04-LV,LV,S08M,road,cat,boys,road,road,1
C04-LV,LV,S0M,cup,piers,paws,cup,cup,1
C04-LV,LV,S06F,cup,park,house,cup,cup,1
C04-LV,LV,S06F,shirt,ring,boys,ring,ring,1
C04-LV,LV,S08M,suit,coat,skirt,coat,coat,1
C04-LV,LV,S0M,park,skirt,leg,park,park,1
C04-LV,LV,S08M,paws,cake,cot,paws,paws,1
C04-LV,LV,S07,cat,teeth,cake,cat,cat,1
C04-LV,LV,S06F,lid,bears,cut,cut,cut,1
C04-LV,LV,S08M,teeth,coat,park,teeth,teeth,1
C04-LV,LV,S06F,gate,cot,cat,cat,cat,1
C04-LV,LV,S07,gate,shirt,park,gate,gate,1
C04-LV,LV,S07,bees,house,boys,house,house,1
C04-LV,LV,S0M,park,lid,shark,lid,lid,1
C04-LV,LV,S08M,leg,bike,coat,leg,leg,1
C04-LV,LV,S07,road,clock,ball,road,road,1
C04-LV,LV,S07,teeth,shirt,ten,shirt,shirt,1
C04-LV,LV,S06F,piers,leg,cot,leg,leg,1
C04-LV,LV,S0M,coat,skirt,cup,skirt,skirt,1
C04-LV,LV,S07,ten,cup,food,food,food,1
C04-LV,LV,S08M,food,coat,road,food,food,1
C04-LV,LV,S06F,road,cake,toys,cake,cake,1
C04-LV,LV,S0M,mouse,book,paws,paws,paws,1
C04-LV,LV,S06F,lid,ring,boys,boys,boys,1
C04-LV,LV,S06F,piers,leg,mouse,piers,piers,1
C04-LV,LV,S08M,skirt,paws,shirt,shirt,shirt,1
C04-LV,LV,S06F,tears,coat,lid,tears,tears,1
C04-LV,LV,S08M,book,cat,toys,cat,cat,1
C04-LV,LV,S08M,shirt,toys,mouse,mouse,mouse,1
C04-LV,LV,S0M,lid,skirt,cake,cake,cake,1
C04-LV,LV,S06F,toys,shark,leg,toys,toys,1
C04-LV,LV,S08M,book,teeth,toys,toys,toys,1
C04-LV,LV,S06F,park,cut,cup,park,park,1
C04-LV,LV,S0M,road,coat,leg,road,road,1
C04-LV,LV,S08M,house,hat,food,hat,hat,1
C04-LV,LV,S07,road,ring,ten,ten,ten,1
C04-LV,LV,S07,clock,hat,mouse,clock,clock,1
C04-LV,LV,S0M,book,boys,cut,boys,boys,1
C04-LV,LV,S07,coat,leg,cut,leg,leg,1
C04-LV,LV,S06F,coat,bike,toys,bike,bike,1
C04-LV,LV,S07,bees,toys,teeth,bees,bees,1
C04-LV,LV,S06F,skirt,shark,house,house,house,1
C04-LV,LV,S06F,cot,leg,teeth,teeth,teeth,1
C04-LV,LV,S07,kite,ball,paws,paws,paws,1
C04-LV,LV,S07,cake,cup,ball,cake,cake,1
C04-LV,LV,S0M,pears,cup,piers,pears,pears,1
C04-LV,LV,S0M,bears,toys,leg,leg,leg,1
C04-LV,LV,S07,bears,foot,kite,bears,bears,1
C04-LV,LV,S07,teeth,kite,skirt,skirt,skirt,1
C04-LV,LV,S0M,ball,foot,teeth,foot,foot,1
C04-LV,LV,S06F,foot,tears,paws,paws,paws,1
C04-LV,LV,S07,kite,tears,pears,kite,kite,1
C04-LV,LV,S06F,bees,tears,kite,kite,kite,1
C04-LV,LV,S06F,hat,toys,bike,hat,hat,1
C04-LV,LV,S07,mouse,cut,shark,cut,cut,1
C04-LV,LV,S06F,suit,bears,skirt,skirt,skirt,1
C04-LV,LV,S0M,lid,ten,clock,clock,clock,1
C04-LV,LV,S08M,shark,foot,pears,pears,pears,1
C04-LV,LV,S07,piers,bears,gate,piers,piers,1
C04-LV,LV,S07,tears,hat,foot,hat,hat,1
C04-LV,LV,S08M,house,ball,bees,bees,bees,1
C04-LV,LV,S0M,cake,suit,teeth,teeth,teeth,1
C04-LV,LV,S08M,bike,cup,foot,foot,foot,1
C04-LV,LV,S08M,cut,foot,bears,cut,cut,1
C04-LV,LV,S07,toys,cup,boys,boys,boys,1
C04-LV,LV,S08M,ten,cut,piers,ten,ten,1
C04-LV,LV,S0M,cat,food,house,food,food,1
C04-LV,LV,S08M,cake,cup,house,cup,cup,1
C04-LV,LV,S08M,ring,tears,park,ring,ring,1
C04-LV,LV,S0M,toys,paws,cake,toys,toys,1
C04-LV,LV,S0M,ring,lid,cot,ring,ring,1
C04-LV,LV,S06F,shark,lid,food,shark,shark,1
C04-LV,LV,S08M,shark,house,ring,house,house,1
C04-LV,LV,S08M,piers,hat,cot,piers,piers,1
C04-LV,LV,S07,cup,mouse,clock,cup,cup,1
C04-LV,LV,S06F,cot,park,clock,cot,cot,1
C04-LV,LV,S06F,gate,coat,boys,coat,coat,1
C04-LV,LV,S0M,bears,piers,mouse,mouse,mouse,1
C04-LV,LV,S08M,bike,ball,tears,tears,tears,1
C04-LV,LV,S0M,cut,road,bears,cut,cut,1
C04-LV,LV,S0M,cat,food,bears,bears,bears,1
C04-LV,LV,S0M,gate,cot,road,gate,gate,1
C04-LV,LV,S07,tears,teeth,ten,teeth,teeth,1
C04-LV,LV,S06F,shark,ten,shirt,shirt,shirt,1
C04-LV,LV,S07,house,pears,piers,pears,pears,1
C04-LV,LV,S06F,food,ball,ten,food,food,1
C04-LV,LV,S07,shark,cat,piers,shark,shark,1
C04-LV,LV,S08M,ring,cot,house,cot,cot,1
C04-LV,LV,S0M,suit,paws,hat,hat,hat,1
C05-LV,LV,S0M,house,park,kite,kite,kite,1
C05-LV,LV,S07,boys,bears,foot,boys,boys,1
C05-LV,LV,S06F,lid,pears,skirt,lid,lid,1
C05-LV,LV,S0M,cut,piers,road,piers,piers,1
C05-LV,LV,S08M,ball,boys,ten,ten,ten,1
C05-LV,LV,S0M,hat,coat,lid,coat,coat,1
C05-LV,LV,S08M,foot,park,mouse,mouse,mouse,1
C05-LV,LV,S08M,suit,foot,park,suit,suit,1
C05-LV,LV,S08M,coat,clock,lid,coat,coat,1
C05-LV,LV,S08M,suit,lid,bike,bike,bike,1
C05-LV,LV,S08M,bees,park,piers,piers,bees,0
C05-LV,LV,S06F,suit,hat,bike,suit,suit,1
C05-LV,LV,S08M,bears,hat,boys,boys,boys,1
C05-LV,LV,S08M,leg,piers,ring,leg,ring,0
C05-LV,LV,S07,pears,ball,bike,pears,pears,1
C05-LV,LV,S06F,shark,house,mouse,house,house,1
C05-LV,LV,S07,road,cut,shark,shark,shark,1
C05-LV,LV,S07,clock,ten,gate,clock,clock,1
C05-LV,LV,S06F,cot,house,cat,cat,cat,1
C05-LV,LV,S08M,suit,toys,shark,toys,toys,1
C05-LV,LV,S0M,paws,skirt,road,road,road,1
C05-LV,LV,S08M,leg,skirt,teeth,skirt,skirt,1
C05-LV,LV,S0M,boys,bears,bees,bees,bees,1
C05-LV,LV,S0M,shirt,skirt,coat,skirt,shirt,0
C05-LV,LV,S07,clock,mouse,leg,mouse,mouse,1
C05-LV,LV,S07,tears,gate,lid,gate,gate,1
C05-LV,LV,S07,shark,cup,leg,leg,leg,1
C05-LV,LV,S08M,piers,tears,suit,tears,tears,1
C05-LV,LV,S0M,gate,tears,food,gate,gate,1
C05-LV,LV,S0M,tears,shirt,book,book,book,1
C05-LV,LV,S07,ring,food,lid,food,food,1
C05-LV,LV,S08M,foot,cut,cot,foot,foot,1
C05-LV,LV,S08M,ball,cake,shark,ball,ball,1
C05-LV,LV,S07,ring,boys,cot,ring,ring,1
C05-LV,LV,S07,leg,clock,house,house,house,1
C05-LV,LV,S06F,foot,piers,tears,foot,foot,1
C05-LV,LV,S0M,cut,park,mouse,park,park,1
C05-LV,LV,S07,pears,foot,piers,piers,piers,1
C05-LV,LV,S06F,pears,book,house,pears,pears,1
C05-LV,LV,S0M,bees,foot,cup,foot,foot,1
C05-LV,LV,S0M,lid,ten,bike,ten,ten,1
C05-LV,LV,S0M,cat,shark,house,cat,cat,1
C05-LV,LV,S07,cot,mouse,cake,cot,cot,1
C05-LV,LV,S0M,cot,hat,cat,hat,hat,1
C05-LV,LV,S07,bees,cake,lid,lid,lid,1
C05-LV,LV,S06F,bike,boys,coat,coat,coat,1
C05-LV,LV,S0M,suit,bike,book,suit,suit,1
C05-LV,LV,S0M,teeth,mouse,cake,mouse,mouse,1
C05-LV,LV,S07,paws,cat,coat,paws,paws,1
C05-LV,LV,S08M,road,shirt,cup,road,road,1
C05-LV,LV,S08M,ten,park,bears,park,park,1
C05-LV,LV,S08M,mouse,ten,cup,cup,cup,1
C05-LV,LV,S06F,ring,book,food,food,food,1
C05-LV,LV,S08M,road,hat,park,hat,hat,1
C05-LV,LV,S06F,piers,leg,road,road,road,1
C05-LV,LV,S06F,book,toys,leg,leg,leg,1
C05-LV,LV,S07,suit,foot,piers,suit,suit,1
C05-LV,LV,S0M,shark,lid,paws,paws,paws,1
C05-LV,LV,S06F,leg,kite,gate,gate,gate,1
C05-LV,LV,S06F,clock,skirt,park,clock,clock,1
C05-LV,LV,S06F,ball,road,bike,ball,ball,1
C05-LV,LV,S06F,gate,mouse,paws,paws,paws,1
C05-LV,LV,S07,bees,bike,cup,bees,bees,1
C05-LV,LV,S08M,food,clock,cot,cot,cot,1
C05-LV,LV,S06F,ten,coat,hat,hat,hat,1
C05-LV,LV,S08M,pears,gate,cut,cut,cut,1
C05-LV,LV,S07,shirt,kite,cat,shirt,shirt,1
C05-LV,LV,S06F,shirt,park,bike,shirt,shirt,1
C05-LV,LV,S06F,book,cut,boys,cut,cut,1
C05-LV,LV,S0M,tears,cake,skirt,tears,tears,1
C05-LV,LV,S08M,book,cake,ring,cake,cake,1
C05-LV,LV,S0M,ball,leg,gate,leg,leg,1
C05-LV,LV,S06F,hat,skirt,house,skirt,skirt,1
C05-LV,LV,S07,mouse,pears,book,book,book,1
C05-LV,LV,S0M,pears,ring,cut,pears,pears,1
C05-LV,LV,S06F,skirt,food,cot,cot,cot,1
C05-LV,LV,S06F,bike,food,coat,bike,bike,1
C05-LV,LV,S06F,mouse,boys,toys,mouse,mouse,1
C05-LV,LV,S08M,pears,bears,foot,pears,pears,1
C05-LV,LV,S08M,gate,kite,ball,gate,gate,1
C05-LV,LV,S08M,house,bike,shark,house,house,1
C05-LV,LV,S07,book,park,ball,park,park,1
C05-LV,LV,S06F,ring,lid,leg,ring,ring,1
C05-LV,LV,S07,paws,road,shirt,road,road,1
C05-LV,LV,S08M,teeth,shark,tears,shark,shark,1
C05-LV,LV,S07,clock,kite,cup,kite,kite,1
C05-LV,LV,S08M,cup,road,bees,bees,bees,1
C05-LV,LV,S0M,shark,toys,hat,toys,toys,1
C05-LV,LV,S07,bears,shirt,lid,bears,bears,1
C05-LV,LV,S0M,lid,shark,toys,lid,lid,1
C05-LV,LV,S08M,bees,kite,pears,kite,kite,1
C05-LV,LV,S07,cut,bike,cup,cut,cut,1
C05-LV,LV,S07,book,teeth,lid,teeth,teeth,1
C05-LV,LV,S0M,suit,cup,book,cup,cup,1
C05-LV,LV,S07,gate,toys,bike,bike,bike,1
C05-LV,LV,S07,ball,bike,ten,ball,ball,1
C05-LV,LV,S07,cat,hat,bees,cat,cat,1
C05-LV,LV,S07,ten,bears,coat,ten,ten,1
C05-LV,LV,S0M,cot,toys,lid,cot,cot,1
C05-LV,LV,S08M,foot,bears,book,book,book,1
C05-LV,LV,S06F,toys,mouse,food,toys,toys,1
C05-LV,LV,S08M,bike,paws,shark,paws,paws,1
C05-LV,LV,S0M,paws,cake,gate,cake,cake,1
C05-LV,LV,S07,clock,hat,bees,hat,hat,1
C05-LV,LV,S08M,piers,bears,lid,bears,bears,1
C05-LV,LV,S0M,pears,ten,teeth,teeth,teeth,1
C05-LV,LV,S07,lid,piers,cake,cake,cake,1
C05-LV,LV,S08M,shark,food,cake,food,food,1
C05-LV,LV,S0M,house,foot,shark,house,house,1
C05-LV,LV,S08M,teeth,foot,mouse,teeth,teeth,1
C05-LV,LV,S07,cup,foot,suit,foot,foot,1
C05-LV,LV,S0M,foot,shark,bike,shark,shark,1
C05-LV,LV,S0M,suit,gate,bike,bike,bike,1
C05-LV,LV,S08M,foot,gate,ring,ring,ring,1
C05-LV,LV,S07,tears,leg,food,tears,tears,1
C05-LV,LV,S06F,boys,bike,coat,boys,boys,1
C05-LV,LV,S0M,clock,boys,ball,ball,ball,1
C05-LV,LV,S08M,bike,clock,shark,clock,clock,1
C05-LV,LV,S06F,piers,leg,boys,piers,piers,1
C05-LV,LV,S0M,bike,lid,bears,bears,bears,1
C05-LV,LV,S06F,suit,road,ten,ten,ten,1
C05-LV,LV,S08M,leg,tears,shirt,shirt,shirt,1
C05-LV,LV,S06F,cup,ten,piers,cup,cup,1
C05-LV,LV,S07,bees,coat,bike,coat,coat,1
C05-LV,LV,S08M,bees,lid,cat,cat,cat,1
C05-LV,LV,S06F,tears,cat,cake,tears,tears,1
C05-LV,LV,S06F,ring,cat,kite,kite,kite,1
C05-LV,LV,S07,suit,cake,cup,cup,cup,1
C05-LV,LV,S06F,cake,leg,cut,cake,cake,1
C05-LV,LV,S0M,food,cut,cake,food,food,1
C05-LV,LV,S0M,shirt,boys,bike,boys,boys,1
C05-LV,LV,S06F,coat,bears,suit,bears,bears,1
C05-LV,LV,S07,piers,foot,skirt,skirt,skirt,1
C05-LV,LV,S07,ball,lid,toys,toys,toys,1
C05-LV,LV,S0M,shirt,clock,cake,shirt,shirt,1
C05-LV,LV,S06F,bees,skirt,book,bees,bees,1
C05-LV,LV,S06F,shark,shirt,piers,shark,shark,1
C05-LV,LV,S06F,bears,park,coat,park,park,1
C05-LV,LV,S06F,cake,ring,book,book,book,1
C05-LV,LV,S0M,boys,ring,clock,clock,clock,1
C05-LV,LV,S0M,cut,shirt,piers,cut,cut,1
C05-LV,LV,S0M,ring,mouse,coat,ring,ring,1
C05-LV,LV,S06F,teeth,cat,cup,teeth,teeth,1
C05-LV,LV,S08M,boys,lid,teeth,lid,lid,1
C06-LV,LV,S06F,paws,cake,piers,paws,paws,1
C06-LV,LV,S0M,ball,suit,toys,toys,toys,1
C06-LV,LV,S08M,bears,ball,cot,ball,ball,1
C06-LV,LV,S06F,cat,clock,cot,cot,cot,1
C06-LV,LV,S06F,cup,coat,ball,ball,ball,1
C06-LV,LV,S0M,boys,bears,shirt,boys,boys,1
C06-LV,LV,S0M,ball,shark,shirt,ball,ball,1
C06-LV,LV,S08M,ball,teeth,ring,ring,ring,1
C06-LV,LV,S06F,boys,pears,tears,pears,pears,1
C06-LV,LV,S07,cot,road,skirt,cot,cot,1
C06-LV,LV,S08M,pears,boys,kite,kite,kite,1
C06-LV,LV,S07,shark,piers,toys,piers,piers,1
C06-LV,LV,S07,bike,road,kite,bike,kite,0
C06-LV,LV,S0M,skirt,food,suit,food,food,1
C06-LV,LV,S0M,hat,coat,ball,coat,coat,1
C06-LV,LV,S06F,gate,cut,ten,gate,gate,1
C06-LV,LV,S06F,cat,ball,kite,kite,kite,1
C06-LV,LV,S08M,shark,bike,ring,bike,bike,1
C06-LV,LV,S07,bees,ball,leg,bees,bees,1
C06-LV,LV,S06F,kite,clock,hat,clock,clock,1
C06-LV,LV,S08M,lid,suit,skirt,lid,lid,1
C06-LV,LV,S06F,ring,cake,lid,ring,ring,1
C06-LV,LV,S06F,boys,gate,leg,leg,leg,1
C06-LV,LV,S0M,ten,piers,paws,ten,ten,1
C06-LV,LV,S06F,shark,house,food,shark,shark,1
C06-LV,LV,S0M,house,lid,teeth,lid,lid,1
C06-LV,LV,S06F,toys,piers,book,toys,toys,1
C06-LV,LV,S0M,leg,ball,foot,leg,leg,1
C06-LV,LV,S06F,park,cake,gate,park,park,1
C06-LV,LV,S06F,cup,kite,cat,cat,cat,1
C06-LV,LV,S07,skirt,pears,bike,skirt,skirt,1
C06-LV,LV,S06F,paws,clock,suit,suit,suit,1
C06-LV,LV,S0M,book,ring,bees,ring,ring,1
C06-LV,LV,S08M,cup,cat,bears,cat,cat,1
C06-LV,LV,S06F,cake,ring,foot,cake,cake,1
C06-LV,LV,S07,book,kite,food,food,food,1
C06-LV,LV,S06F,tears,cup,park,cup,cup,1
C06-LV,LV,S06F,boys,tears,food,tears,tears,1
C06-LV,LV,S08M,book,bears,skirt,bears,bears,1
C06-LV,LV,S06F,bike,teeth,cut,teeth,teeth,1
C06-LV,LV,S07,bees,gate,leg,gate,gate,1
C06-LV,LV,S08M,clock,ball,teeth,clock,clock,1
C06-LV,LV,S0M,toys,gate,clock,clock,clock,1
C06-LV,LV,S0M,pears,bike,foot,bike,bike,1
C06-LV,LV,S08M,lid,ten,coat,ten,ten,1
C06-LV,LV,S07,ball,food,cake,cake,cake,1
C06-LV,LV,S08M,shark,suit,cut,shark,shark,1
C06-LV,LV,S07,park,teeth,pears,teeth,teeth,1
C06-LV,LV,S06F,park,house,boys,boys,boys,1
C06-LV,LV,S08M,clock,kite,skirt,skirt,skirt,1
C06-LV,LV,S07,mouse,bears,ring,bears,bears,1
C06-LV,LV,S08M,pears,hat,book,book,book,1
C06-LV,LV,S07,clock,pears,tears,clock,clock,1
C06-LV,LV,S07,suit,coat,park,suit,suit,1
C06-LV,LV,S0M,coat,paws,gate,paws,paws,1
C06-LV,LV,S07,cup,mouse,park,cup,cup,1
C06-LV,LV,S07,food,ring,book,book,book,1
C06-LV,LV,S08M,teeth,paws,toys,teeth,teeth,1
C06-LV,LV,S07,shirt,food,gate,shirt,shirt,1
C06-LV,LV,S08M,tears,coat,pears,coat,coat,1
C06-LV,LV,S0M,park,shirt,gate,gate,gate,1
C06-LV,LV,S06F,coat,pears,teeth,coat,coat,1
C06-LV,LV,S06F,leg,foot,bees,foot,foot,1
C06-LV,LV,S07,ten,teeth,leg,leg,leg,1
C06-LV,LV,S07,kite,skirt,toys,toys,toys,1
C06-LV,LV,S06F,food,piers,ball,food,food,1
C06-LV,LV,S0M,pears,ball,house,house,house,1
C06-LV,LV,S08M,hat,clock,road,hat,hat,1
C06-LV,LV,S06F,ten,gate,foot,ten,ten,1
C06-LV,LV,S07,ball,kite,boys,kite,kite,1
C06-LV,LV,S0M,suit,ring,book,suit,suit,1
C06-LV,LV,S06F,clock,mouse,toys,mouse,mouse,1
C06-LV,LV,S0M,cake,bike,kite,kite,kite,1
C06-LV,LV,S0M,mouse,shark,park,shark,shark,1
C06-LV,LV,S0M,book,cat,toys,book,book,1
C06-LV,LV,S0M,tears,bees,gate,tears,tears,1
C06-LV,LV,S08M,bears,piers,cot,piers,bears,0
C06-LV,LV,S08M,tears,teeth,leg,tears,tears,1
C06-LV,LV,S07,leg,hat,ball,hat,hat,1
C06-LV,LV,S08M,mouse,suit,food,mouse,mouse,1
C06-LV,LV,S08M,ring,cup,leg,cup,cup,1
C06-LV,LV,S0M,bears,cake,park,park,park,1
C06-LV,LV,S0M,cup,cake,mouse,cup,cup,1
C06-LV,LV,S06F,ring,mouse,bees,bees,bees,1
C06-LV,LV,S08M,gate,suit,leg,gate,gate,1
C06-LV,LV,S0M,mouse,cat,boys,mouse,mouse,1
C06-LV,LV,S07,clock,leg,tears,tears,tears,1
C06-LV,LV,S0M,gate,skirt,foot,foot,foot,1
C06-LV,LV,S08M,road,mouse,food,food,food,1
C06-LV,LV,S06F,bike,toys,book,bike,bike,1
C06-LV,LV,S07,teeth,cat,coat,cat,cat,1
C06-LV,LV,S08M,coat,foot,road,foot,foot,1
C06-LV,LV,S08M,foot,road,lid,road,road,1
C06-LV,LV,S0M,bike,pears,book,pears,pears,1
C06-LV,LV,S0M,cot,suit,ball,cot,cot,1
C06-LV,LV,S06F,book,cake,lid,lid,lid,1
C06-LV,LV,S07,suit,shark,foot,foot,foot,1
C06-LV,LV,S0M,ring,piers,road,road,road,1
C06-LV,LV,S07,bike,teeth,mouse,mouse,mouse,1
C06-LV,LV,S08M,lid,cot,shark,cot,cot,1
C06-LV,LV,S07,food,toys,shark,shark,shark,1
C06-LV,LV,S08M,gate,teeth,park,park,park,1
C06-LV,LV,S06F,kite,ring,skirt,skirt,skirt,1
C06-LV,LV,S07,cut,mouse,tears,cut,cut,1
C06-LV,LV,S08M,pears,gate,cut,pears,pears,1
C06-LV,LV,S08M,cake,tears,lid,cake,cake,1
C06-LV,LV,S0M,boys,lid,cake,cake,cake,1
C06-LV,LV,S07,food,boys,bears,boys,boys,1
C06-LV,LV,S07,gate,lid,tears,lid,lid,1
C06-LV,LV,S07,paws,foot,ten,paws,paws,1
C06-LV,LV,S08M,cut,leg,road,leg,leg,1
C06-LV,LV,S08M,house,pears,shark,house,house,1
C06-LV,LV,S07,bike,coat,ten,coat,coat,1
C06-LV,LV,S08M,kite,bike,cut,cut,cut,1
C06-LV,LV,S08M,suit,teeth,piers,suit,suit,1
C06-LV,LV,S06F,teeth,road,cut,road,road,1
C06-LV,LV,S0M,clock,cat,cup,cat,cat,1
C06-LV,LV,S08M,bears,pears,paws,paws,paws,1
C06-LV,LV,S07,ten,shirt,kite,ten,ten,1
C06-LV,LV,S07,house,gate,teeth,house,house,1
C06-LV,LV,S06F,paws,house,cat,house,house,1
C06-LV,LV,S07,bike,teeth,ball,ball,ball,1
C06-LV,LV,S07,ring,teeth,mouse,ring,ring,1
C06-LV,LV,S06F,book,suit,park,book,book,1
C06-LV,LV,S08M,cake,bees,foot,bees,bees,1
C06-LV,LV,S0M,toys,bees,shark,bees,bees,1
C06-LV,LV,S08M,pears,shirt,ball,shirt,shirt,1
C06-LV,LV,S0M,cut,pears,ring,cut,cut,1
C06-LV,LV,S06F,clock,cot,piers,piers,piers,1
C06-LV,LV,S06F,leg,ball,shirt,shirt,shirt,1
C06-LV,LV,S08M,boys,shark,clock,boys,boys,1
C06-LV,LV,S0M,skirt,coat,road,skirt,skirt,1
C06-LV,LV,S0M,bears,bike,boys,bears,bears,1
C06-LV,LV,S06F,clock,cat,bears,bears,bears,1
C06-LV,LV,S0M,piers,teeth,clock,piers,piers,1
C06-LV,LV,S07,lid,kite,pears,pears,pears,1
C06-LV,LV,S0M,paws,skirt,shirt,shirt,shirt,1
C06-LV,LV,S06F,ring,bears,hat,hat,hat,1
C06-LV,LV,S07,road,shark,teeth,road,road,1
C06-LV,LV,S0M,shark,toys,hat,hat,hat,1
C06-LV,LV,S0M,skirt,teeth,piers,teeth,teeth,1
C06-LV,LV,S07,cat,park,house,park,park,1
C06-LV,LV,S08M,leg,bees,toys,toys,toys,1
C06-LV,LV,S06F,cut,book,mouse,cut,cut,1
C07-LV,LV,S0M,hat,ten,bike,ten,ten,1
C07-LV,LV,S08M,boys,kite,ten,ten,ten,1
C07-LV,LV,S0M,book,lid,hat,hat,hat,1
C07-LV,LV,S06F,cot,gate,foot,cot,cot,1
C07-LV,LV,S0M,cut,kite,coat,kite,kite,1
C07-LV,LV,S07,food,clock,kite,food,food,1
C07-LV,LV,S0M,paws,food,ball,ball,ball,1
C07-LV,LV,S06F,house,ball,bees,house,house,1
C07-LV,LV,S0M,cat,road,pears,road,road,1
C07-LV,LV,S06F,lid,road,book,book,book,1
C07-LV,LV,S06F,bees,gate,bike,bike,bike,1
C07-LV,LV,S08M,ten,book,cup,cup,cup,1
C07-LV,LV,S06F,bears,foot,cut,foot,cut,0
C07-LV,LV,S0M,piers,food,road,piers,piers,1
C07-LV,LV,S07,pears,road,clock,pears,pears,1
C07-LV,LV,S07,hat,road,book,book,book,1
C07-LV,LV,S06F,lid,cup,food,lid,lid,1
C07-LV,LV,S07,cup,shirt,ring,cup,cup,1
C07-LV,LV,S07,lid,skirt,boys,lid,lid,1
C07-LV,LV,S06F,cake,gate,ball,cake,cake,1
C07-LV,LV,S07,foot,clock,ring,ring,ring,1
C07-LV,LV,S06F,clock,mouse,cat,cat,cat,1
C07-LV,LV,S06F,ball,kite,hat,hat,hat,1
C07-LV,LV,S0M,suit,shirt,paws,shirt,shirt,1
C07-LV,LV,S08M,food,leg,skirt,skirt,skirt,1
C07-LV,LV,S07,park,cake,suit,park,park,1
C07-LV,LV,S06F,ball,pears,leg,leg,leg,1
C07-LV,LV,S08M,leg,mouse,paws,leg,leg,1
C07-LV,LV,S0M,piers,skirt,boys,skirt,skirt,1
C07-LV,LV,S06F,piers,cot,shirt,piers,piers,1
C07-LV,LV,S08M,shark,gate,ten,gate,gate,1
C07-LV,LV,S0M,book,piers,bees,bees,bees,1
C07-LV,LV,S08M,kite,foot,coat,kite,coat,0
C07-LV,LV,S07,book,boys,kite,kite,kite,1
C07-LV,LV,S08M,gate,bike,pears,pears,pears,1
C07-LV,LV,S0M,kite,bike,mouse,bike,bike,1
C07-LV,LV,S06F,book,shirt,shark,shirt,shirt,1
C07-LV,LV,S06F,shirt,foot,tears,tears,tears,1
C07-LV,LV,S06F,hat,road,paws,road,road,1
C07-LV,LV,S08M,cat,coat,boys,cat,cat,1
C07-LV,LV,S07,bees,gate,paws,bees,bees,1
C07-LV,LV,S06F,suit,bears,lid,suit,suit,1
C07-LV,LV,S0M,ten,cot,leg,leg,leg,1
C07-LV,LV,S08M,park,bike,clock,park,park,1
C07-LV,LV,S06F,foot,ten,cake,ten,ten,1
C07-LV,LV,S07,ring,coat,bike,bike,bike,1
C07-LV,LV,S0M,cut,tears,bears,cut,cut,1
C07-LV,LV,S07,house,cup,teeth,house,house,1
C07-LV,LV,S07,hat,piers,road,hat,hat,1
C07-LV,LV,S06F,bike,skirt,bears,skirt,skirt,1
C07-LV,LV,S0M,toys,house,coat,house,house,1
C07-LV,LV,S08M,tears,cake,shirt,shirt,shirt,1
C07-LV,LV,S08M,ring,book,food,food,food,1
C07-LV,LV,S07,gate,cot,tears,cot,cot,1
C07-LV,LV,S08M,road,foot,teeth,foot,foot,1
C07-LV,LV,S07,foot,cot,leg,foot,foot,1
C07-LV,LV,S07,tears,mouse,cake,tears,tears,1
C07-LV,LV,S06F,pears,bees,boys,pears,bees,0
C07-LV,LV,S06F,paws,toys,coat,toys,toys,1
C07-LV,LV,S06F,cot,mouse,bears,bears,bears,1
C07-LV,LV,S08M,book,clock,lid,clock,clock,1
C07-LV,LV,S06F,foot,toys,kite,kite,kite,1
C07-LV,LV,S08M,bees,suit,house,house,house,1
C07-LV,LV,S08M,ball,foot,shirt,ball,ball,1
C07-LV,LV,S0M,shirt,cot,shark,cot,cot,1
C07-LV,LV,S0M,cut,teeth,shark,teeth,teeth,1
C07-LV,LV,S07,cut,clock,ring,cut,cut,1
C07-LV,LV,S06F,ring,cut,suit,cut,cut,1
C07-LV,LV,S0M,suit,lid,leg,lid,leg,0
C07-LV,LV,S07,lid,gate,kite,gate,kite,0
C07-LV,LV,S06F,cat,bees,shirt,bees,bees,1
C07-LV,LV,S07,bees,suit,leg,leg,leg,1
C07-LV,LV,S0M,bears,ring,food,food,food,1
C07-LV,LV,S08M,piers,paws,hat,paws,paws,1
