group,test,speaker,vowel,f1,f2
LV,post,C012,hard,0.394968128656845,-0.721241818748409
LV,post,C012,head,-0.502276555133246,1.02695004152022
LV,post,C012,heard,0.737489447024871,0.87975498037409
LV,post,C012,heed,-1.87919286014688,-0.32321221849748
LV,post,C012,hid,0.870435084177743,1.04381815955834
LV,post,C012,hoard,0.136130923124013,-1.00659204923139
LV,post,C012,hod,0.754855852404519,-0.330274398095269
LV,post,C012,hood,-1.42801143973803,-1.40824623305023
LV,post,C012,hud,0.937604083335354,-0.725400015016197
LV,post,C012,whod,-1.1394037297086,-0.192977559928264
LV,post,C013,had,1.66655497593159,-0.112396340020991
LV,post,C013,hard,0.814401792425874,-1.3473254959462
LV,post,C013,head,0.231457072463029,1.07065671927914
LV,post,C013,heard,-0.964226074893136,-0.484281125076759
LV,post,C013,heed,-2.15024873332007,1.91332671879214
LV,post,C013,hid,-0.787599643984801,1.23322926470018
LV,post,C013,hoard,-0.0729284908355308,-1.39036251535684
LV,post,C013,hod,0.231457072463029,-0.654479349389766
LV,post,C013,hood,-0.839992909669659,-0.465505603612459
LV,post,C013,hud,0.207582709079556,-0.336481697757379
LV,post,C013,whod,-0.940345600142073,-1.79361997794537
LV,post,C014,had,1.00437396104202,-1.18111572592194
LV,post,C014,hard,0.445098465594945,-0.48314907669313
LV,post,C014,head,-0.0697298564196326,0.58625503818495
LV,post,C014,heard,-0.483591198538727,-1.84058270340846
LV,post,C014,heed,-1.63058636891495,1.68984709608589
LV,post,C014,hid,-1.48937115481668,-0.743044002621082
LV,post,C014,hoard,0.784626130364466,-1.03285558567851
LV,post,C014,hod,0.60515841191635,-0.314039339979647
LV,post,C014,hood,-0.103134554189683,0.0862893793262838
LV,post,C014,hud,1.10871075543866,-0.583068380320616
LV,post,C014,whod,-0.652565594126841,0.302041925283934
LV,post,C015,had,1.55450056537905,-0.213271704067163
LV,post,C015,hard,0.433532492821113,-1.07584074802885
LV,post,C015,head,0.452613093316469,0.400081492189514
LV,post,C015,heard,0.799398371423398,0.451500748956325
LV,post,C015,heed,-1.57688711154056,1.53792789589646
LV,post,C015,hid,-1.43759837252746,1.34800170689541
LV,post,C015,hoard,-0.931563703984314,-2.15656953956099
LV,post,C015,hod,0.257823144071598,-1.11382243723342
LV,post,C015,hood,-0.62602287079438,-0.817601921767106
LV,post,C015,hud,1.19228200238333,-0.216815336260591
LV,post,C015,whod,-0.895497825822851,-0.0852382599723017
LV,post,C016,had,1.40910454102585,-0.377808595793203
LV,post,C016,hard,1.20092816414269,-1.41635869853419
LV,post,C016,head,0.200808224947716,-0.355159674363497
LV,post,C016,heard,0.395067092362278,-0.234074033785094
LV,post,C016,heed,-1.46342440386839,1.78690354109611
LV,post,C016,hid,-1.18365645347657,0.91076998665885
LV,post,C016,hoard,-0.943482793929194,-2.57892249137459
LV,post,C016,hod,0.622462102865162,-0.80038090646852
LV,post,C016,hood,-0.656636861470752,0.0856891475320922
LV,post,C016,hud,-0.342570065791751,0.271277176835393
LV,post,C016,whod,-1.91772163594983,0.23704675919984
LV,post,C017,had,1.63051250235957,0.0128343039119903
LV,post,C017,hard,0.758780054723838,-1.27484341312209
LV,post,C017,head,-0.445866809081833,1.03533700914223
LV,post,C017,heard,0.992962469185225,-0.109371684726711
LV,post,C017,heed,-1.48789080827645,1.68479699796479
LV,post,C017,hid,-0.985755674967676,0.461832550673866
LV,post,C017,hoard,-0.484617399790992,-1.85618796040472
LV,post,C017,hod,0.459749472447329,-1.58942042532208
LV,post,C017,hood,-0.806142346331427,0.11268118460978
LV,post,C017,hud,0.210892956436518,0.613851619244182
LV,post,C017,whod,-1.63188526675508,-0.391400073540948
LV,post,C018,had,1.40578897145554,0.0832419159425413
LV,post,C018,hard,1.26194876000496,-0.0273066894451213
LV,post,C018,head,-0.576918822351673,-1.98992982901831
LV,post,C018,heard,0.360359153652526,-0.16542698301605
LV,post,C018,heed,-1.01318562977263,1.20510024389863
LV,post,C018,hid,-1.2358215330319,0.669038542716056
LV,post,C018,hoard,-0.162689997202655,-1.15573786603017
LV,post,C018,hod,-0.133711928981963,-0.941608308194917
LV,post,C018,hood,-0.393465271696145,0.841653339067268
LV,post,C018,hud,1.36124313954218,-0.0963135583910359
LV,post,C018,whod,-2.00472627001422,1.41167322587643
LV,post,C019,had,1.83295216130477,0.129600781978773
LV,post,C019,hard,0.989115268509744,-0.578388740036212
LV,post,C019,head,0.344073112341285,0.529597325205444
LV,post,C019,heard,-0.794304918282752,0.11951069800975
LV,post,C019,heed,-1.16275537502883,1.62039301714606
LV,post,C019,hid,-0.391837534163349,0.792896659445904
LV,post,C019,hoard,-1.21147669199908,-2.55648978722223
LV,post,C019,hod,0.245569264070856,-2.11640675069735
LV,post,C019,hood,-0.62727149082136,0.0603884448588891
LV,post,C019,hud,0.527079142740143,-0.0186650226144179
LV,post,C019,whod,-1.14125241490303,-0.0823821283829783
LV,post,C02,had,0.846770335212791,-0.33024118685258
LV,post,C02,hard,1.05556171330366,-1.55281178437651
LV,post,C02,head,0.808973449287814,0.0610172249908095
LV,post,C02,heard,-0.398909645802834,-0.830753921683871
LV,post,C02,heed,-1.63758983894723,2.11971474116118
LV,post,C02,hid,-0.917431520408484,1.09543899695872
LV,post,C02,hoard,-0.0735173687128935,-1.55281178437651
LV,post,C02,hod,-0.0186744019569781,-0.759425992848018
LV,post,C02,hood,-1.34768736142077,0.0653752260965225
LV,post,C02,hud,-0.00381522953065254,-0.463793021201606
LV,post,C02,whod,-1.33512419411831,-0.960180509277797
LV,post,C020,had,1.43810345312868,0.13362514481335
LV,post,C020,hard,0.423696307259468,-0.746472462488114
LV,post,C020,head,0.303597542093087,-0.597719851740228
LV,post,C020,heard,0.288996624697364,0.209298862805084
LV,post,C020,heed,-1.29529986952032,1.65119641279469
LV,post,C020,hid,-0.840444745865394,1.32422424883558
LV,post,C020,hoard,-1.3017817772193,-1.39680405136054
LV,post,C020,hod,-0.137191799814932,-1.22804558423252
LV,post,C020,hood,-0.640236830273906,-1.14771604438735
LV,post,C020,hud,1.06065417410896,-0.241412645990928
LV,post,C020,whod,-1.45949520678599,0.670524129236652
LV,post,C021,had,0.135010384714361,-1.04612901604626
LV,post,C021,hard,0.940823969530364,-0.962363596017529
LV,post,C021,head,-0.22589763905528,1.00431278439186
LV,post,C021,heard,0.882014096974925,0.168090380963774
LV,post,C021,heed,-1.59565491068667,1.59057127548109
LV,post,C021,hid,-1.3504431908945,1.10889330242198
LV,post,C021,hoard,-1.21611367353473,-1.42033381666423
LV,post,C021,hod,0.762664189139734,-0.765251102287204
LV,post,C021,hood,-0.744437884892472,-0.552731093286432
LV,post,C021,hud,1.09836443528017,-0.572690808553282
LV,post,C021,whod,-0.912280935651619,1.57988305012724
LV,post,C022,had,1.03470210012018,0.201341060747238
LV,post,C022,hard,1.06327373445261,-1.09513094338453
LV,post,C022,head,-0.194850839459851,1.14311948810401
LV,post,C022,heard,-0.80154765716456,0.215042955994213
LV,post,C022,heed,-1.39780289373781,0.295890475481095
LV,post,C022,hid,-0.831081585992074,1.33609585620635
LV,post,C022,hoard,-0.247711271496324,-1.46032021414059
LV,post,C022,hod,-0.168620317667581,-1.25404130300557
LV,post,C022,hood,-0.317237548762278,0.452449885339122
LV,post,C022,hud,1.01829578520477,-0.406722393197127
LV,post,C022,whod,-1.36515142827333,-1.67892901563351
LV,post,C023,had,1.18864406548118,-0.38550247873845
LV,post,C023,hard,0.914356342188395,-0.549968408782994
LV,post,C023,head,0.0123147891430753,0.914251457650368
LV,post,C023,heard,0.733814850140021,0.508169037991492
LV,post,C023,heed,-1.94468726876691,1.95813894104021
LV,post,C023,hid,-1.49736824044602,1.40921117150079
LV,post,C023,hoard,-0.121986525128899,-1.39450534967398
LV,post,C023,hod,-0.0108264403317696,-0.746548005258861
LV,post,C023,hood,-1.31646709940588,-1.33117599656436
LV,post,C023,hud,1.10350791816857,0.0717469473623908
LV,post,C023,whod,-1.38823579676056,-1.14709916919115
LV,post,C024,had,1.23635736812642,-0.28209730214991
LV,post,C024,hard,0.991877277654313,-0.557882338464244
LV,post,C024,head,0.334211148608108,0.888382613355833
LV,post,C024,heard,0.555822798567092,-0.634231235019805
LV,post,C024,heed,-1.16445029874517,1.6532616181347
LV,post,C024,hid,-0.911499856546286,1.58387218058468
LV,post,C024,hoard,-0.0101377149058096,-1.04130163059457
LV,post,C024,hod,-0.686873344514411,-1.31199365959108
LV,post,C024,hood,0.256592210480965,-0.0564239336378678
LV,post,C024,hud,0.687503608956376,-0.695115105004457
LV,post,C024,whod,-1.42111820384923,0.656189958568051
LV,post,C03,had,0.959433830896393,-0.599144938561474
LV,post,C03,hard,1.31467108670967,-1.22092033382776
LV,post,C03,head,0.863827639840568,0.909188659370633
LV,post,C03,heard,-0.489889430931989,-0.0132273669275781
LV,post,C03,heed,-1.08942517214971,1.42396216556454
LV,post,C03,hid,-1.09505899182545,0.813580987217915
LV,post,C03,hoard,-0.32279815391692,-1.95265750383844
LV,post,C03,hod,0.563522776267521,-0.805562497453098
LV,post,C03,hood,-1.00564598117367,0.197226479586114
LV,post,C03,hud,1.4459476825675,-0.358219937713445
LV,post,C03,whod,-0.912316956657357,-0.453794893638064
LV,post,C04,had,1.21500906329453,0.377071538780663
LV,post,C04,hard,0.0411407198298459,-1.06594689008101
LV,post,C04,head,0.628827691915514,1.40087658148721
LV,post,C04,heard,-0.344468037382853,-0.266975506194922
LV,post,C04,heed,-0.840348538549854,1.85809309205709
LV,post,C04,hid,-0.854271368321395,0.838200035504278
LV,post,C04,hoard,-0.411463695303267,-1.86736415164421
LV,post,C04,hod,-0.31547219827084,-1.55731024971331
LV,post,C04,hood,-0.74403670156007,-0.248549533315192
LV,post,C04,hud,1.49785355528026,-0.567336724846095
LV,post,C04,whod,-1.72296815527071,-0.119207348011457
LV,post,C05,had,1.51836656330164,0.142911989062499
LV,post,C05,hard,1.04326573098016,-0.493840766981345
LV,post,C05,head,0.64621833886991,0.893105736089625
LV,post,C05,heard,-1.42639957178972,-2.32045356062576
LV,post,C05,heed,-1.53397457063112,1.58090061324606
LV,post,C05,hid,-0.975351370167703,1.14008588207336
LV,post,C05,hoard,0.465258064965709,-1.28470435828097
LV,post,C05,hod,0.406488156494434,-0.701729577775682
LV,post,C05,hood,-0.507969677005663,0.490295807267101
LV,post,C05,hud,1.32030478721465,0.112745164064641
LV,post,C05,whod,-1.37876868032429,-0.565620716400857
LV,post,C06,had,1.50400011247508,-0.0854787297883323
LV,post,C06,hard,1.41379102207194,-0.782419856152202
