Group,Test,participant,Pair,nTrials,nCorrect,Accuracy
HV,post,C06,board-buoyed,6,5,0.833333333
HV,post,C06,boat-bout,6,6,1
HV,post,C06,bot-but,6,4,0.666666667
HV,post,C06,poot-put,6,3,0.5
HV,post,C07,bait-bet,6,3,0.5
HV,post,C07,bait-bite,6,3,0.5
HV,post,C07,bared-beard,6,5,0.833333333
HV,post,C07,bared-bird,6,3,0.5
HV,post,C07,bart-bert,6,3,0.5
HV,post,C07,bart-bot,6,2,0.333333333
HV,post,C07,bart-but,6,2,0.333333333
HV,post,C07,bat-but,6,3,0.5
HV,post,C07,beat-bit,6,4,0.666666667
HV,post,C07,bet-bit,6,3,0.5
HV,post,C07,bit-bite,6,5,0.833333333
HV,post,C07,board-buoyed,6,4,0.666666667
HV,post,C07,boat-bout,6,3,0.5
HV,post,C07,bot-but,6,4,0.666666667
HV,post,C07,poot-put,6,5,0.833333333
HV,post,C08,bait-bet,6,2,0.333333333
HV,post,C08,bait-bite,6,2,0.333333333
HV,post,C08,bared-beard,6,0,0
HV,post,C08,bared-bird,6,1,0.166666667
HV,post,C08,bart-bert,6,3,0.5
HV,post,C08,bart-bot,6,2,0.333333333
HV,post,C08,bart-but,6,2,0.333333333
HV,post,C08,bat-but,6,4,0.666666667
HV,post,C08,beat-bit,6,3,0.5
HV,post,C08,bet-bit,6,1,0.166666667
HV,post,C08,bit-bite,6,2,0.333333333
HV,post,C08,board-buoyed,6,4,0.666666667
HV,post,C08,boat-bout,6,2,0.333333333
HV,post,C08,bot-but,6,1,0.166666667
HV,post,C08,poot-put,6,3,0.5
HV,post,C12,bait-bet,6,5,0.833333333
HV,post,C12,bait-bite,6,4,0.666666667
HV,post,C12,bared-beard,6,5,0.833333333
HV,post,C12,bared-bird,6,1,0.166666667
HV,post,C12,bart-bert,6,3,0.5
HV,post,C12,bart-bot,6,5,0.833333333
HV,post,C12,bart-but,6,4,0.666666667
HV,post,C12,bat-but,6,5,0.833333333
HV,post,C12,beat-bit,6,6,1
HV,post,C12,bet-bit,6,4,0.666666667
HV,post,C12,bit-bite,6,5,0.833333333
HV,post,C12,board-buoyed,6,6,1
HV,post,C12,boat-bout,6,5,0.833333333
HV,post,C12,bot-but,6,4,0.666666667
HV,post,C12,poot-put,6,6,1
HV,post,C9,bait-bet,6,5,0.833333333
HV,post,C9,bait-bite,6,6,1
HV,post,C9,bared-beard,6,2,0.333333333
HV,post,C9,bared-bird,6,3,0.5
HV,post,C9,bart-bert,6,5,0.833333333
HV,post,C9,bart-bot,6,4,0.666666667
HV,post,C9,bart-but,6,1,0.166666667
HV,post,C9,bat-but,6,3,0.5
HV,post,C9,beat-bit,6,3,0.5
HV,post,C9,bet-bit,6,4,0.666666667
HV,post,C9,bit-bite,6,5,0.833333333
HV,post,C9,board-buoyed,6,4,0.666666667
HV,post,C9,boat-bout,6,3,0.5
HV,post,C9,bot-but,6,2,0.333333333
HV,post,C9,poot-put,6,4,0.666666667
LV,pre,C01,bait-bet,6,6,1
LV,pre,C01,bait-bite,6,6,1
LV,pre,C01,bared-beard,6,3,0.5
LV,pre,C01,bared-bird,6,1,0.166666667
LV,pre,C01,bart-bert,6,2,0.333333333
LV,pre,C01,bart-bot,6,6,1
LV,pre,C01,bart-but,6,3,0.5
LV,pre,C01,bat-but,6,4,0.666666667
LV,pre,C01,beat-bit,6,6,1
LV,pre,C01,bet-bit,6,5,0.833333333
LV,pre,C01,bit-bite,6,4,0.666666667
LV,pre,C01,board-buoyed,6,4,0.666666667
LV,pre,C01,boat-bout,6,5,0.833333333
LV,pre,C01,bot-but,6,4,0.666666667
LV,pre,C01,poot-put,6,6,1
LV,pre,C010,bait-bet,6,2,0.333333333
LV,pre,C010,bait-bite,6,5,0.833333333
LV,pre,C010,bared-beard,6,1,0.166666667
LV,pre,C010,bared-bird,6,3,0.5
LV,pre,C010,bart-bert,6,1,0.166666667
LV,pre,C010,bart-bot,6,2,0.333333333
LV,pre,C010,bart-but,6,2,0.333333333
LV,pre,C010,bat-but,6,3,0.5
LV,pre,C010,beat-bit,6,1,0.166666667
LV,pre,C010,bet-bit,6,3,0.5
LV,pre,C010,bit-bite,6,1,0.166666667
LV,pre,C010,board-buoyed,6,3,0.5
LV,pre,C010,boat-bout,6,3,0.5
LV,pre,C010,bot-but,6,1,0.166666667
LV,pre,C010,poot-put,6,1,0.166666667
LV,pre,C011,bait-bet,6,3,0.5
LV,pre,C011,bait-bite,6,4,0.666666667
LV,pre,C011,bared-beard,6,3,0.5
LV,pre,C011,bared-bird,6,3,0.5
LV,pre,C011,bart-bert,6,4,0.666666667
LV,pre,C011,bart-bot,6,4,0.666666667
LV,pre,C011,bart-but,6,3,0.5
LV,pre,C011,bat-but,6,1,0.166666667
LV,pre,C011,beat-bit,6,5,0.833333333
LV,pre,C011,bet-bit,6,4,0.666666667
LV,pre,C011,bit-bite,6,5,0.833333333
LV,pre,C011,board-buoyed,6,1,0.166666667
LV,pre,C011,boat-bout,6,5,0.833333333
LV,pre,C011,bot-but,6,3,0.5
LV,pre,C011,poot-put,6,5,0.833333333
LV,pre,C012,bait-bet,6,5,0.833333333
LV,pre,C012,bait-bite,6,6,1
LV,pre,C012,bared-beard,6,4,0.666666667
LV,pre,C012,bared-bird,6,0,0
LV,pre,C012,bart-bert,6,4,0.666666667
LV,pre,C012,bart-bot,6,5,0.833333333
LV,pre,C012,bart-but,6,3,0.5
LV,pre,C012,bat-but,6,4,0.666666667
LV,pre,C012,beat-bit,6,5,0.833333333
LV,pre,C012,bet-bit,6,4,0.666666667
LV,pre,C012,bit-bite,6,6,1
LV,pre,C012,board-buoyed,6,3,0.5
LV,pre,C012,boat-bout,6,5,0.833333333
LV,pre,C012,bot-but,6,3,0.5
LV,pre,C012,poot-put,6,5,0.833333333
LV,pre,C013,bait-bet,6,3,0.5
LV,pre,C013,bait-bite,6,5,0.833333333
LV,pre,C013,bared-beard,6,3,0.5
LV,pre,C013,bared-bird,6,3,0.5
LV,pre,C013,bart-bert,6,2,0.333333333
LV,pre,C013,bart-bot,6,4,0.666666667
LV,pre,C013,bart-but,6,2,0.333333333
LV,pre,C013,bat-but,6,3,0.5
LV,pre,C013,beat-bit,6,6,1
LV,pre,C013,bet-bit,6,2,0.333333333
LV,pre,C013,bit-bite,6,5,0.833333333
LV,pre,C013,board-buoyed,6,3,0.5
LV,pre,C013,boat-bout,6,4,0.666666667
LV,pre,C013,bot-but,6,6,1
LV,pre,C013,poot-put,6,5,0.833333333
LV,pre,C014,bait-bet,6,2,0.333333333
LV,pre,C014,bait-bite,6,3,0.5
LV,pre,C014,bared-beard,6,2,0.333333333
LV,pre,C014,bared-bird,6,2,0.333333333
LV,pre,C014,bart-bert,6,3,0.5
LV,pre,C014,bart-bot,6,2,0.333333333
LV,pre,C014,bart-but,6,1,0.166666667
LV,pre,C014,bat-but,6,1,0.166666667
LV,pre,C014,beat-bit,6,2,0.333333333
LV,pre,C014,bet-bit,6,3,0.5
LV,pre,C014,bit-bite,6,1,0.166666667
LV,pre,C014,board-buoyed,6,3,0.5
LV,pre,C014,boat-bout,6,1,0.166666667
LV,pre,C014,bot-but,6,2,0.333333333
LV,pre,C014,poot-put,6,2,0.333333333
LV,pre,C015,bait-bet,6,2,0.333333333
LV,pre,C015,bait-bite,6,0,0
LV,pre,C015,bared-beard,6,3,0.5
LV,pre,C015,bared-bird,6,3,0.5
LV,pre,C015,bart-bert,6,4,0.666666667
LV,pre,C015,bart-bot,6,1,0.166666667
LV,pre,C015,bart-but,6,3,0.5
LV,pre,C015,bat-but,6,0,0
LV,pre,C015,beat-bit,6,1,0.166666667
LV,pre,C015,bet-bit,6,3,0.5
LV,pre,C015,bit-bite,6,3,0.5
LV,pre,C015,board-buoyed,6,0,0
LV,pre,C015,boat-bout,6,3,0.5
LV,pre,C015,bot-but,6,4,0.666666667
LV,pre,C015,poot-put,6,1,0.166666667
LV,pre,C016,bait-bet,6,4,0.666666667
LV,pre,C016,bait-bite,6,6,1
LV,pre,C016,bared-beard,6,5,0.833333333
LV,pre,C016,bared-bird,6,2,0.333333333
LV,pre,C016,bart-bert,6,4,0.666666667
LV,pre,C016,bart-bot,6,6,1
LV,pre,C016,bart-but,6,4,0.666666667
LV,pre,C016,bat-but,6,2,0.333333333
LV,pre,C016,beat-bit,6,5,0.833333333
LV,pre,C016,bet-bit,6,4,0.666666667
LV,pre,C016,bit-bite,6,5,0.833333333
LV,pre,C016,board-buoyed,6,5,0.833333333
LV,pre,C016,boat-bout,6,5,0.833333333
LV,pre,C016,bot-but,6,6,1
LV,pre,C016,poot-put,6,4,0.666666667
LV,pre,C017,bait-bet,6,3,0.5
LV,pre,C017,bait-bite,6,4,0.666666667
LV,pre,C017,bared-beard,6,5,0.833333333
LV,pre,C017,bared-bird,6,1,0.166666667
LV,pre,C017,bart-bert,6,5,0.833333333
LV,pre,C017,bart-bot,6,5,0.833333333
LV,pre,C017,bart-but,6,3,0.5
LV,pre,C017,bat-but,6,2,0.333333333
LV,pre,C017,beat-bit,6,6,1
LV,pre,C017,bet-bit,6,4,0.666666667
LV,pre,C017,bit-bite,6,6,1
LV,pre,C017,board-buoyed,6,6,1
LV,pre,C017,boat-bout,6,6,1
LV,pre,C017,bot-but,6,4,0.666666667
LV,pre,C017,poot-put,6,3,0.5
LV,pre,C018,bait-bet,6,3,0.5
LV,pre,C018,bait-bite,6,2,0.333333333
LV,pre,C018,bared-beard,6,2,0.333333333
LV,pre,C018,bared-bird,6,1,0.166666667
LV,pre,C018,bart-bert,6,3,0.5
LV,pre,C018,bart-bot,6,2,0.333333333
LV,pre,C018,bart-but,6,1,0.166666667
LV,pre,C018,bat-but,6,1,0.166666667
LV,pre,C018,beat-bit,6,3,0.5
LV,pre,C018,bet-bit,6,2,0.333333333
LV,pre,C018,bit-bite,6,2,0.333333333
LV,pre,C018,board-buoyed,6,3,0.5
LV,pre,C018,boat-bout,6,1,0.166666667
LV,pre,C018,bot-but,6,2,0.333333333
LV,pre,C018,poot-put,6,3,0.5
LV,pre,C019,bait-bet,6,6,1
LV,pre,C019,bait-bite,6,4,0.666666667
LV,pre,C019,bared-beard,6,4,0.666666667
LV,pre,C019,bared-bird,6,0,0
LV,pre,C019,bart-bert,6,3,0.5
LV,pre,C019,bart-bot,6,4,0.666666667
LV,pre,C019,bart-but,6,2,0.333333333
LV,pre,C019,bat-but,6,3,0.5
LV,pre,C019,beat-bit,6,5,0.833333333
LV,pre,C019,bet-bit,6,4,0.666666667
LV,pre,C019,bit-bite,6,5,0.833333333
LV,pre,C019,board-buoyed,6,5,0.833333333
LV,pre,C019,boat-bout,6,3,0.5
LV,pre,C019,bot-but,6,3,0.5
LV,pre,C019,poot-put,6,4,0.666666667
LV,pre,C02,bait-bet,6,5,0.833333333
LV,pre,C02,bait-bite,6,6,1
LV,pre,C02,bared-beard,6,5,0.833333333
LV,pre,C02,bared-bird,6,1,0.166666667
LV,pre,C02,bart-bert,6,4,0.666666667
LV,pre,C02,bart-bot,6,3,0.5
LV,pre,C02,bart-but,6,3,0.5
LV,pre,C02,bat-but,6,2,0.333333333
LV,pre,C02,beat-bit,6,6,1
LV,pre,C02,bet-bit,6,6,1
LV,pre,C02,bit-bite,6,5,0.833333333
LV,pre,C02,board-buoyed,6,4,0.666666667
LV,pre,C02,boat-bout,6,4,0.666666667
LV,pre,C02,bot-but,6,3,0.5
LV,pre,C02,poot-put,6,3,0.5
LV,pre,C020,bait-bet,6,2,0.333333333
LV,pre,C020,bait-bite,6,2,0.333333333
LV,pre,C020,bared-beard,6,4,0.666666667
LV,pre,C020,bared-bird,6,2,0.333333333
LV,pre,C020,bart-bert,6,3,0.5
LV,pre,C020,bart-bot,6,2,0.333333333
LV,pre,C020,bart-but,6,2,0.333333333
LV,pre,C020,bat-but,6,2,0.333333333
LV,pre,C020,beat-bit,6,2,0.333333333
LV,pre,C020,bet-bit,6,3,0.5
LV,pre,C020,bit-bite,6,2,0.333333333
LV,pre,C020,board-buoyed,6,2,0.333333333
LV,pre,C020,boat-bout,6,2,0.333333333
LV,pre,C020,bot-but,6,3,0.5
LV,pre,C020,poot-put,6,2,0.333333333
LV,pre,C021,bait-bet,6,6,1
LV,pre,C021,bait-bite,6,5,0.833333333
LV,pre,C021,bared-beard,6,5,0.833333333
LV,pre,C021,bared-bird,6,1,0.166666667
LV,pre,C021,bart-bert,6,4,0.666666667
LV,pre,C021,bart-bot,6,4,0.666666667
LV,pre,C021,bart-but,6,1,0.166666667
LV,pre,C021,bat-but,6,2,0.333333333
LV,pre,C021,beat-bit,6,6,1
LV,pre,C021,bet-bit,6,4,0.666666667
LV,pre,C021,bit-bite,6,6,1
LV,pre,C021,board-buoyed,6,4,0.666666667
LV,pre,C021,boat-bout,6,6,1
LV,pre,C021,bot-but,6,6,1
LV,pre,C021,poot-put,6,5,0.833333333
LV,pre,C022,bait-bet,6,5,0.833333333
LV,pre,C022,bait-bite,6,4,0.666666667
LV,pre,C022,bared-beard,6,3,0.5
LV,pre,C022,bared-bird,6,3,0.5
LV,pre,C022,bart-bert,6,4,0.666666667
LV,pre,C022,bart-bot,6,2,0.333333333
LV,pre,C022,bart-but,6,6,1
LV,pre,C022,bat-but,6,3,0.5
LV,pre,C022,beat-bit,6,5,0.833333333
LV,pre,C022,bet-bit,6,3,0.5
LV,pre,C022,bit-bite,6,4,0.666666667
LV,pre,C022,board-buoyed,6,3,0.5
LV,pre,C022,boat-bout,6,5,0.833333333
LV,pre,C022,bot-but,6,3,0.5
LV,pre,C022,poot-put,6,2,0.333333333
LV,pre,C023,bait-bet,6,5,0.833333333
LV,pre,C023,bait-bite,6,3,0.5
LV,pre,C023,bared-beard,6,5,0.833333333
LV,pre,C023,bared-bird,6,2,0.333333333
LV,pre,C023,bart-bert,6,2,0.333333333
LV,pre,C023,bart-bot,6,4,0.666666667
LV,pre,C023,bart-but,6,2,0.333333333
LV,pre,C023,bat-but,6,2,0.333333333
LV,pre,C023,beat-bit,6,5,0.833333333
LV,pre,C023,bet-bit,6,4,0.666666667
LV,pre,C023,bit-bite,6,4,0.666666667
LV,pre,C023,board-buoyed,6,5,0.833333333
LV,pre,C023,boat-bout,6,4,0.666666667
LV,pre,C023,bot-but,6,2,0.333333333
LV,pre,C023,poot-put,6,5,0.833333333
LV,pre,C024,bait-bet,6,6,1
LV,pre,C024,bait-bite,6,5,0.833333333
LV,pre,C024,bared-beard,6,3,0.5
LV,pre,C024,bared-bird,6,0,0
LV,pre,C024,bart-bert,6,3,0.5
LV,pre,C024,bart-bot,6,4,0.666666667
LV,pre,C024,bart-but,6,0,0
LV,pre,C024,bat-but,6,0,0
LV,pre,C024,beat-bit,6,4,0.666666667
LV,pre,C024,bet-bit,6,4,0.666666667
LV,pre,C024,bit-bite,6,5,0.833333333
LV,pre,C024,board-buoyed,6,4,0.666666667
LV,pre,C024,boat-bout,6,4,0.666666667
LV,pre,C024,bot-but,6,3,0.5
LV,pre,C024,poot-put,6,6,1
LV,pre,C03,bait-bet,6,4,0.666666667
LV,pre,C03,bait-bite,6,6,1
LV,pre,C03,bared-beard,6,3,0.5
LV,pre,C03,bared-bird,6,3,0.5
LV,pre,C03,bart-bert,6,3,0.5
LV,pre,C03,bart-bot,6,5,0.833333333
LV,pre,C03,bart-but,6,3,0.5
LV,pre,C03,bat-but,6,4,0.666666667
LV,pre,C03,beat-bit,6,4,0.666666667
LV,pre,C03,bet-bit,6,4,0.666666667
LV,pre,C03,bit-bite,6,5,0.833333333
LV,pre,C03,board-buoyed,6,5,0.833333333
LV,pre,C03,boat-bout,6,6,1
LV,pre,C03,bot-but,6,2,0.333333333
LV,pre,C03,poot-put,6,3,0.5
LV,pre,C04,bait-bet,6,6,1
LV,pre,C04,bait-bite,6,6,1
LV,pre,C04,bared-beard,6,4,0.666666667
LV,pre,C04,bared-bird,6,0,0
LV,pre,C04,bart-bert,6,4,0.666666667
LV,pre,C04,bart-bot,6,4,0.666666667
LV,pre,C04,bart-but,6,2,0.333333333
LV,pre,C04,bat-but,6,1,0.166666667
LV,pre,C04,beat-bit,6,6,1
LV,pre,C04,bet-bit,6,5,0.833333333
LV,pre,C04,bit-bite,6,6,1
LV,pre,C04,board-buoyed,6,6,1
LV,pre,C04,boat-bout,6,6,1
LV,pre,C04,bot-but,6,4,0.666666667
LV,pre,C04,poot-put,6,6,1
LV,pre,C05,bait-bet,6,2,0.333333333
LV,pre,C05,bait-bite,6,3,0.5
LV,pre,C05,bared-beard,6,1,0.166666667
LV,pre,C05,bared-bird,6,1,0.166666667
LV,pre,C05,bart-bert,6,1,0.166666667
LV,pre,C05,bart-bot,6,2,0.333333333
LV,pre,C05,bart-but,6,1,0.166666667
LV,pre,C05,bat-but,6,2,0.333333333
LV,pre,C05,beat-bit,6,3,0.5
LV,pre,C05,bet-bit,6,1,0.166666667
LV,pre,C05,bit-bite,6,1,0.166666667
LV,pre,C05,board-buoyed,6,3,0.5
LV,pre,C05,boat-bout,6,4,0.666666667
LV,pre,C05,bot-but,6,3,0.5
LV,pre,C05,poot-put,6,1,0.166666667
LV,pre,C06,bait-bet,6,4,0.666666667
LV,pre,C06,bait-bite,6,5,0.833333333
LV,pre,C06,bared-beard,6,5,0.833333333
LV,pre,C06,bared-bird,6,2,0.333333333
LV,pre,C06,bart-bert,6,3,0.5
LV,pre,C06,bart-bot,6,3,0.5
LV,pre,C06,bart-but,6,1,0.166666667
LV,pre,C06,bat-but,6,2,0.333333333
LV,pre,C06,beat-bit,6,5,0.833333333
LV,pre,C06,bet-bit,6,2,0.333333333
LV,pre,C06,bit-bite,6,3,0.5
LV,pre,C06,board-buoyed,6,3,0.5
LV,pre,C06,boat-bout,6,3,0.5
LV,pre,C06,bot-but,6,3,0.5
LV,pre,C06,poot-put,6,3,0.5
LV,pre,C07,bait-bet,6,3,0.5
LV,pre,C07,bait-bite,6,4,0.666666667
LV,pre,C07,bared-beard,6,1,0.166666667
LV,pre,C07,bared-bird,6,1,0.166666667
LV,pre,C07,bart-bert,6,1,0.166666667
LV,pre,C07,bart-bot,6,5,0.833333333
LV,pre,C07,bart-but,6,3,0.5
LV,pre,C07,bat-but,6,3,0.5
LV,pre,C07,beat-bit,6,6,1
LV,pre,C07,bet-bit,6,3,0.5
LV,pre,C07,bit-bite,6,4,0.666666667
LV,pre,C07,board-buoyed,6,5,0.833333333
LV,pre,C07,boat-bout,6,4,0.666666667
LV,pre,C07,bot-but,6,2,0.333333333
LV,pre,C07,poot-put,6,5,0.833333333
LV,pre,C08,bait-bet,6,6,1
LV,pre,C08,bait-bite,6,4,0.666666667
LV,pre,C08,bared-beard,6,4,0.666666667
LV,pre,C08,bared-bird,6,2,0.333333333
LV,pre,C08,bart-bert,6,6,1
LV,pre,C08,bart-bot,6,4,0.666666667
LV,pre,C08,bart-but,6,3,0.5
LV,pre,C08,bat-but,6,3,0.5
LV,pre,C08,beat-bit,6,5,0.833333333
LV,pre,C08,bet-bit,6,5,0.833333333
LV,pre,C08,bit-bite,6,5,0.833333333
LV,pre,C08,board-buoyed,6,4,0.666666667
LV,pre,C08,boat-bout,6,4,0.666666667
LV,pre,C08,bot-but,6,4,0.666666667
LV,pre,C08,poot-put,6,4,0.666666667
LV,pre,C09,bait-bet,6,5,0.833333333
LV,pre,C09,bait-bite,6,5,0.833333333
LV,pre,C09,bared-beard,6,3,0.5
LV,pre,C09,bared-bird,6,3,0.5
LV,pre,C09,bart-bert,6,2,0.333333333
LV,pre,C09,bart-bot,6,3,0.5
LV,pre,C09,bart-but,6,4,0.666666667
LV,pre,C09,bat-but,6,2,0.333333333
LV,pre,C09,beat-bit,6,6,1
LV,pre,C09,bet-bit,6,4,0.666666667
LV,pre,C09,bit-bite,6,3,0.5
LV,pre,C09,board-buoyed,6,4,0.666666667
LV,pre,C09,boat-bout,6,4,0.666666667
LV,pre,C09,bot-but,6,2,0.333333333
LV,pre,C09,poot-put,6,3,0.5
LV,post,C01,bait-bet,6,5,0.833333333
LV,post,C01,bait-bite,6,5,0.833333333
LV,post,C01,bared-beard,6,5,0.833333333
LV,post,C01,bared-bird,6,4,0.666666667
LV,post,C01,bart-bert,6,5,0.833333333
LV,post,C01,bart-bot,6,5,0.833333333
LV,post,C01,bart-but,6,3,0.5
LV,post,C01,bat-but,6,4,0.666666667
LV,post,C01,beat-bit,6,5,0.833333333
LV,post,C01,bet-bit,6,6,1
LV,post,C01,bit-bite,6,4,0.666666667
LV,post,C01,board-buoyed,6,4,0.666666667
LV,post,C01,boat-bout,6,5,0.833333333
LV,post,C01,bot-but,6,5,0.833333333
LV,post,C01,poot-put,6,4,0.666666667
LV,post,C011,bait-bet,6,4,0.666666667
LV,post,C011,bait-bite,6,5,0.833333333
LV,post,C011,bared-beard,6,3,0.5
LV,post,C011,bared-bird,6,1,0.166666667
LV,post,C011,bart-bert,6,5,0.833333333
LV,post,C011,bart-bot,6,5,0.833333333
LV,post,C011,bart-but,6,2,0.333333333
LV,post,C011,bat-but,6,2,0.333333333
LV,post,C011,beat-bit,6,2,0.333333333
LV,post,C011,bet-bit,6,5,0.833333333
LV,post,C011,bit-bite,6,5,0.833333333
LV,post,C011,board-buoyed,6,2,0.333333333
LV,post,C011,boat-bout,6,4,0.666666667
LV,post,C011,bot-but,6,3,0.5
LV,post,C011,poot-put,6,2,0.333333333
LV,post,C012,bait-bet,6,5,0.833333333
LV,post,C012,bait-bite,6,5,0.833333333
LV,post,C012,bared-beard,6,4,0.666666667
LV,post,C012,bared-bird,6,1,0.166666667
LV,post,C012,bart-bert,6,5,0.833333333
LV,post,C012,bart-bot,6,6,1
LV,post,C012,bart-but,6,4,0.666666667
LV,post,C012,bat-but,6,2,0.333333333
LV,post,C012,beat-bit,6,6,1
LV,post,C012,bet-bit,6,3,0.5
LV,post,C012,bit-bite,6,4,0.666666667
LV,post,C012,board-buoyed,6,5,0.833333333
LV,post,C012,boat-bout,6,5,0.833333333
LV,post,C012,bot-but,6,6,1
LV,post,C012,poot-put,6,6,1
LV,post,C013,bait-bet,6,3,0.5
LV,post,C013,bait-bite,6,3,0.5
LV,post,C013,bared-beard,6,2,0.333333333
LV,post,C013,bared-bird,6,4,0.666666667
LV,post,C013,bart-bert,6,4,0.666666667
LV,post,C013,bart-bot,6,4,0.666666667
LV,post,C013,bart-but,6,3,0.5
LV,post,C013,bat-but,6,2,0.333333333
LV,post,C013,beat-bit,6,3,0.5
LV,post,C013,bet-bit,6,3,0.5
LV,post,C013,bit-bite,6,5,0.833333333
LV,post,C013,board-buoyed,6,4,0.666666667
LV,post,C013,boat-bout,6,5,0.833333333
LV,post,C013,bot-but,6,2,0.333333333
LV,post,C013,poot-put,6,1,0.166666667
LV,post,C014,bait-bet,6,0,0
LV,post,C014,bait-bite,6,2,0.333333333
LV,post,C014,bared-beard,6,3,0.5
LV,post,C014,bared-bird,6,3,0.5
LV,post,C014,bart-bert,6,1,0.166666667
LV,post,C014,bart-bot,6,2,0.333333333
LV,post,C014,bart-but,6,2,0.333333333
LV,post,C014,bat-but,6,4,0.666666667
LV,post,C014,beat-bit,6,1,0.166666667
LV,post,C014,bet-bit,6,2,0.333333333
LV,post,C014,bit-bite,6,2,0.333333333
LV,post,C014,board-buoyed,6,3,0.5
LV,post,C014,boat-bout,6,4,0.666666667
LV,post,C014,bot-but,6,1,0.166666667
LV,post,C014,poot-put,6,3,0.5
LV,post,C015,bait-bet,6,1,0.166666667
LV,post,C015,bait-bite,6,2,0.333333333
LV,post,C015,bared-beard,6,4,0.666666667
LV,post,C015,bared-bird,6,1,0.166666667
LV,post,C015,bart-bert,6,3,0.5
LV,post,C015,bart-bot,6,1,0.166666667
LV,post,C015,bart-but,6,2,0.333333333
LV,post,C015,bat-but,6,2,0.333333333
LV,post,C015,beat-bit,6,5,0.833333333
LV,post,C015,bet-bit,6,1,0.166666667
LV,post,C015,bit-bite,6,3,0.5
LV,post,C015,board-buoyed,6,0,0
LV,post,C015,boat-bout,6,3,0.5
LV,post,C015,bot-but,6,1,0.166666667
LV,post,C015,poot-put,6,1,0.166666667
LV,post,C016,bait-bet,6,6,1
LV,post,C016,bait-bite,6,6,1
LV,post,C016,bared-beard,6,5,0.833333333
LV,post,C016,bared-bird,6,4,0.666666667
LV,post,C016,bart-bert,6,5,0.833333333
LV,post,C016,bart-bot,6,6,1
LV,post,C016,bart-but,6,3,0.5
LV,post,C016,bat-but,6,2,0.333333333
LV,post,C016,beat-bit,6,6,1
LV,post,C016,bet-bit,6,4,0.666666667
LV,post,C016,bit-bite,6,6,1
LV,post,C016,board-buoyed,6,6,1
LV,post,C016,boat-bout,6,4,0.666666667
LV,post,C016,bot-but,6,6,1
LV,post,C016,poot-put,6,4,0.666666667
LV,post,C017,bait-bet,6,5,0.833333333
LV,post,C017,bait-bite,6,6,1
LV,post,C017,bared-beard,6,5,0.833333333
LV,post,C017,bared-bird,6,3,0.5
LV,post,C017,bart-bert,6,6,1
LV,post,C017,bart-bot,6,6,1
LV,post,C017,bart-but,6,4,0.666666667
LV,post,C017,bat-but,6,3,0.5
LV,post,C017,beat-bit,6,6,1
LV,post,C017,bet-bit,6,5,0.833333333
LV,post,C017,bit-bite,6,6,1
LV,post,C017,board-buoyed,6,6,1
LV,post,C017,boat-bout,6,6,1
LV,post,C017,bot-but,6,6,1
LV,post,C017,poot-put,6,3,0.5
LV,post,C018,bait-bet,6,3,0.5
LV,post,C018,bait-bite,6,2,0.333333333
LV,post,C018,bared-beard,6,3,0.5
LV,post,C018,bared-bird,6,3,0.5
LV,post,C018,bart-bert,6,2,0.333333333
LV,post,C018,bart-bot,6,0,0
LV,post,C018,bart-but,6,3,0.5
LV,post,C018,bat-but,6,4,0.666666667
LV,post,C018,beat-bit,6,2,0.333333333
LV,post,C018,bet-bit,6,3,0.5
LV,post,C018,bit-bite,6,1,0.166666667
LV,post,C018,board-buoyed,6,1,0.166666667
LV,post,C018,boat-bout,6,1,0.166666667
LV,post,C018,bot-but,6,2,0.333333333
LV,post,C018,poot-put,6,1,0.166666667
LV,post,C019,bait-bet,6,3,0.5
LV,post,C019,bait-bite,6,5,0.833333333
LV,post,C019,bared-beard,6,5,0.833333333
LV,post,C019,bared-bird,6,2,0.333333333
LV,post,C019,bart-bert,6,3,0.5
LV,post,C019,bart-bot,6,3,0.5
LV,post,C019,bart-but,6,2,0.333333333
LV,post,C019,bat-but,6,2,0.333333333
LV,post,C019,beat-bit,6,5,0.833333333
LV,post,C019,bet-bit,6,3,0.5
LV,post,C019,bit-bite,6,3,0.5
LV,post,C019,board-buoyed,6,3,0.5
LV,post,C019,boat-bout,6,4,0.666666667
LV,post,C019,bot-but,6,2,0.333333333
LV,post,C019,poot-put,6,4,0.666666667
LV,post,C02,bait-bet,6,5,0.833333333
LV,post,C02,bait-bite,6,4,0.666666667
LV,post,C02,bared-beard,6,6,1
LV,post,C02,bared-bird,6,0,0
LV,post,C02,bart-bert,6,5,0.833333333
LV,post,C02,bart-bot,6,4,0.666666667
LV,post,C02,bart-but,6,2,0.333333333
LV,post,C02,bat-but,6,2,0.333333333
LV,post,C02,beat-bit,6,6,1
LV,post,C02,bet-bit,6,6,1
LV,post,C02,bit-bite,6,6,1
LV,post,C02,board-buoyed,6,6,1
LV,post,C02,boat-bout,6,6,1
LV,post,C02,bot-but,6,2,0.333333333
LV,post,C02,poot-put,6,4,0.666666667
LV,post,C020,bait-bet,6,5,0.833333333
LV,post,C020,bait-bite,6,6,1
LV,post,C020,bared-beard,6,5,0.833333333
LV,post,C020,bared-bird,6,3,0.5
LV,post,C020,bart-bert,6,5,0.833333333
LV,post,C020,bart-bot,6,5,0.833333333
LV,post,C020,bart-but,6,3,0.5
LV,post,C020,bat-but,6,3,0.5
LV,post,C020,beat-bit,6,6,1
