speaker,vowel,duration,f1,f2
S07F,had,168,831,1477
S07F,haired,303,816,2197
S07F,hard,290,644,1241
S07F,hayed,245,405,2797
S07F,head,153,725,2138
S07F,hear,310,735,2188
S07F,heard,254,694,1736
S07F,heed,262,367,2602
S07F,hid,124,429,2610
S07F,hide,262,722,1952
S07F,hoard,275,488,744
S07F,hod,139,576,1017
S07F,hoed,295,448,2227
S07F,hood,139,540,1822
S07F,howd,310,623,1208
S07F,hoyd,269,435,2353
S07F,hud,130,680,1551
S07F,whod,264,365,2034
