participant,group,test,stim1,stim2,stim3,response,odd-one-out,correct-response
C02,HV,pre,poot,put,poot,2,2,1
C02,HV,pre,bit,bit,bet,3,3,1
C02,HV,pre,bite,bait,bait,1,1,1
C02,HV,pre,buoyed,buoyed,board,3,3,1
C02,HV,pre,bet,bet,bait,3,3,1
C02,HV,pre,bot,bart,bart,3,1,0
C02,HV,pre,bird,bared,bird,2,2,1
C02,HV,pre,but,bat,but,3,2,0
C02,HV,pre,poot,put,put,1,1,1
C02,HV,pre,but,but,bat,3,3,1
C02,HV,pre,bot,bart,bot,1,2,0
C02,HV,pre,bit,bet,bet,3,1,0
C02,HV,pre,bite,bait,bite,1,2,0
C02,HV,pre,put,poot,poot,1,1,1
C02,HV,pre,but,bot,but,3,2,0
C02,HV,pre,bird,bared,bared,2,1,0
C02,HV,pre,bit,bit,beat,3,3,1
C02,HV,pre,but,but,bart,1,3,0
C02,HV,pre,bait,bet,bait,1,2,0
C02,HV,pre,bait,bait,bet,3,3,1
C02,HV,pre,beard,bared,bared,1,1,1
C02,HV,pre,bared,beard,beard,1,1,1
C02,HV,pre,beat,beat,bit,3,3,1
C02,HV,pre,bart,bart,bot,3,3,1
C02,HV,pre,bert,bert,bart,3,3,1
C02,HV,pre,bot,but,but,3,1,0
C02,HV,pre,board,buoyed,board,2,2,1
C02,HV,pre,bat,but,but,1,1,1
C02,HV,pre,bart,but,bart,1,2,0
C02,HV,pre,board,buoyed,buoyed,1,1,1
C02,HV,pre,bout,bout,boat,1,3,0
C02,HV,pre,beat,bit,beat,2,2,1
C02,HV,pre,bet,bit,bit,3,1,0
C02,HV,pre,put,put,poot,3,3,1
C02,HV,pre,bout,boat,boat,3,1,0
C02,HV,pre,beard,bared,beard,2,2,1
C02,HV,pre,put,poot,put,1,2,0
C02,HV,pre,bite,bite,bait,3,3,1
C02,HV,pre,bot,bot,bart,3,3,1
C02,HV,pre,bite,bit,bite,2,2,1
C02,HV,pre,bit,beat,beat,1,1,1
C02,HV,pre,bout,boat,bout,2,2,1
C02,HV,pre,bared,beard,bared,2,2,1
C02,HV,pre,bait,bet,bet,1,1,1
C02,HV,pre,bart,bert,bert,1,1,1
C02,HV,pre,poot,poot,put,3,3,1
C02,HV,pre,board,board,buoyed,3,3,1
C03,HV,pre,bot,but,bot,3,2,0
C03,HV,pre,bared,bared,beard,1,3,0
C03,HV,pre,bit,bit,bite,3,3,1
C03,HV,pre,bert,bart,bert,2,2,1
C03,HV,pre,bet,bait,bait,1,1,1
C03,HV,pre,but,bat,but,1,2,0
C03,HV,pre,bared,bird,bared,2,2,1
C03,HV,pre,bit,bite,bit,2,2,1
C03,HV,pre,beat,beat,bit,3,3,1
C03,HV,pre,bite,bite,bait,3,3,1
C03,HV,pre,bird,bared,bared,2,1,0
C03,HV,pre,bout,bout,boat,2,3,0
C03,HV,pre,beard,bared,beard,2,2,1
C03,HV,pre,beat,bit,bit,2,1,0
C03,HV,pre,bared,beard,bared,2,2,1
C03,HV,pre,but,but,bart,3,3,1
C03,HV,pre,poot,put,put,3,1,0
C03,HV,pre,bat,but,but,2,1,0
C03,HV,pre,bet,bet,bait,3,3,1
C03,HV,pre,bout,boat,boat,1,1,1
C03,HV,pre,bite,bite,bit,3,3,1
C03,HV,pre,bart,bot,bot,1,1,1
C03,HV,pre,put,poot,put,1,2,0
C03,HV,pre,bait,bite,bite,1,1,1
C03,HV,pre,bite,bait,bite,3,2,0
C03,HV,pre,but,bot,but,2,2,1
C03,HV,pre,bait,bait,bet,3,3,1
C03,HV,pre,bot,bot,bart,3,3,1
C03,HV,pre,bot,bart,bart,2,1,0
C03,HV,pre,beard,bared,bared,3,1,0
C03,HV,pre,buoyed,board,buoyed,1,2,0
C03,HV,pre,bit,bet,bit,2,2,1
C03,HV,pre,bait,bet,bait,3,2,0
C03,HV,pre,bot,but,but,2,1,0
C03,HV,pre,bat,but,bat,2,2,1
C03,HV,pre,bot,bot,but,2,3,0
C03,HV,pre,bite,bit,bit,1,1,1
C03,HV,pre,boat,bout,boat,1,2,0
C03,HV,pre,buoyed,buoyed,board,3,3,1
C03,HV,pre,bait,bait,bite,2,3,0
C03,HV,pre,bit,bit,bet,2,3,0
C03,HV,pre,board,buoyed,board,2,2,1
C03,HV,pre,bet,bait,bet,1,2,0
C03,HV,pre,poot,put,poot,2,2,1
C03,HV,pre,bit,beat,bit,1,2,0
C03,HV,pre,bet,bet,bit,3,3,1
C03,HV,pre,bart,bot,bart,3,2,0
C03,HV,pre,put,put,poot,3,3,1
C03,HV,pre,bit,bet,bet,3,1,0
C03,HV,pre,board,board,buoyed,3,3,1
C03,HV,pre,but,but,bat,3,3,1
C03,HV,pre,bird,bird,bared,3,3,1
C03,HV,pre,bet,bit,bet,3,2,0
C03,HV,pre,board,buoyed,buoyed,3,1,0
C03,HV,pre,poot,poot,put,3,3,1
C03,HV,pre,bite,bait,bait,3,1,0
C03,HV,pre,bait,bite,bait,2,2,1
C03,HV,pre,bared,beard,beard,1,1,1
C03,HV,pre,bit,beat,beat,2,1,0
C03,HV,pre,bart,bart,bot,1,3,0
C03,HV,pre,put,poot,poot,3,1,0
C03,HV,pre,but,bat,bat,1,1,1
C03,HV,pre,but,bot,bot,3,1,0
C03,HV,pre,boat,boat,bout,3,3,1
C03,HV,pre,boat,bout,bout,3,1,0
C03,HV,pre,bert,bert,bart,3,3,1
C03,HV,pre,bat,bat,but,3,3,1
C03,HV,pre,bart,but,bart,2,2,1
C03,HV,pre,bite,bit,bite,2,2,1
C03,HV,pre,bait,bet,bet,1,1,1
C03,HV,pre,bot,bart,bot,2,2,1
C03,HV,pre,but,bart,but,2,2,1
C03,HV,pre,bot,but,but,3,1,0
C03,HV,pre,bout,boat,bout,1,2,0
C03,HV,pre,bit,bite,bite,2,1,0
C03,HV,pre,bart,but,but,2,1,0
C03,HV,pre,beat,bit,beat,2,2,1
C03,HV,pre,bart,bart,bert,3,3,1
C03,HV,pre,bart,bert,bart,2,2,1
C03,HV,pre,bared,bird,bird,1,1,1
C03,HV,pre,bert,bart,bart,3,1,0
C03,HV,pre,bart,bert,bert,2,1,0
C03,HV,pre,bird,bared,bird,1,2,0
C03,HV,pre,bet,bit,bit,2,1,0
C03,HV,pre,bared,bared,bird,2,3,0
C03,HV,pre,bart,bart,but,2,3,0
C03,HV,pre,buoyed,board,board,1,1,1
C03,HV,pre,but,bart,bart,2,1,0
C03,HV,pre,bit,bit,beat,3,3,1
C03,HV,pre,bared,beard,beard,3,1,0
C04,HV,pre,bout,boat,bout,1,2,0
C04,HV,pre,bite,bit,bite,2,2,1
C04,HV,pre,poot,put,put,1,1,1
C04,HV,pre,bart,bot,bot,1,1,1
C04,HV,pre,beat,bit,beat,2,2,1
C04,HV,pre,boat,bout,bout,1,1,1
C04,HV,pre,bait,bite,bite,1,1,1
C04,HV,pre,bot,but,bot,3,2,0
C04,HV,pre,bait,bait,bet,3,3,1
C04,HV,pre,beard,bared,bared,2,1,0
C04,HV,pre,bout,bout,boat,2,3,0
C04,HV,pre,bot,bart,bart,1,1,1
C04,HV,pre,bit,bit,beat,3,3,1
C04,HV,pre,bit,bite,bite,1,1,1
C04,HV,pre,bird,bared,bird,2,2,1
C04,HV,pre,boat,bout,boat,2,2,1
C04,HV,pre,board,buoyed,buoyed,1,1,1
C04,HV,pre,put,poot,poot,1,1,1
C04,HV,pre,bared,beard,bared,2,2,1
C04,HV,pre,bit,bit,bet,3,3,1
C04,HV,pre,bot,but,but,3,1,0
C04,HV,pre,bit,bet,bit,2,2,1
C04,HV,pre,bird,bared,bared,2,1,0
C04,HV,pre,boat,boat,bout,3,3,1
C04,HV,pre,bit,beat,beat,3,1,0
C04,HV,pre,but,bat,but,2,2,1
C04,HV,pre,bat,bat,but,3,3,1
C04,HV,pre,bet,bet,bit,3,3,1
C04,HV,pre,bat,but,bat,1,2,0
C04,HV,pre,but,bart,bart,3,1,0
C04,HV,pre,bite,bait,bite,1,2,0
C04,HV,pre,but,but,bat,3,3,1
C04,HV,pre,beat,bit,bit,1,1,1
C04,HV,pre,bite,bite,bit,3,3,1
C04,HV,pre,bart,bart,but,1,3,0
C04,HV,pre,bird,bird,bared,2,3,0
C04,HV,pre,poot,put,poot,2,2,1
C04,HV,pre,put,poot,put,1,2,0
C04,HV,pre,bet,bet,bait,3,3,1
C04,HV,pre,bared,bared,bird,2,3,0
C04,HV,pre,bait,bait,bite,3,3,1
C04,HV,pre,bart,bart,bot,3,3,1
C04,HV,pre,bared,beard,beard,1,1,1
C04,HV,pre,bite,bite,bait,3,3,1
C04,HV,pre,bart,bart,bert,3,3,1
C04,HV,pre,bet,bit,bit,1,1,1
C04,HV,pre,buoyed,buoyed,board,3,3,1
C04,HV,pre,bot,bot,but,3,3,1
C04,HV,pre,bart,bert,bart,1,2,0
C04,HV,pre,bert,bart,bart,1,1,1
C04,HV,pre,but,bat,bat,2,1,0
C04,HV,pre,bat,but,but,3,1,0
C04,HV,pre,bot,bot,bart,2,3,0
C04,HV,pre,beat,beat,bit,3,3,1
C04,HV,pre,bot,bart,bot,3,2,0
C04,HV,pre,bared,bird,bird,2,1,0
C04,HV,pre,put,put,poot,3,3,1
C04,HV,pre,bared,bared,beard,3,3,1
C04,HV,pre,bait,bite,bait,2,2,1
C04,HV,pre,bart,bert,bert,2,1,0
C04,HV,pre,board,buoyed,board,1,2,0
C04,HV,pre,bared,bird,bared,2,2,1
C04,HV,pre,bart,but,but,1,1,1
C04,HV,pre,poot,poot,put,3,3,1
C04,HV,pre,bet,bait,bait,1,1,1
C04,HV,pre,buoyed,board,board,1,1,1
C04,HV,pre,bite,bait,bait,2,1,0
C04,HV,pre,but,bot,but,2,2,1
C04,HV,pre,bit,bet,bet,1,1,1
C04,HV,pre,bart,bot,bart,3,2,0
C04,HV,pre,buoyed,board,buoyed,2,2,1
C04,HV,pre,bert,bert,bart,3,3,1
C04,HV,pre,bet,bait,bet,2,2,1
C04,HV,pre,bet,bit,bet,2,2,1
C04,HV,pre,but,but,bart,1,3,0
C04,HV,pre,but,bot,bot,1,1,1
C04,HV,pre,bot,but,but,1,1,1
C04,HV,pre,bert,bart,bert,2,2,1
C04,HV,pre,bait,bet,bet,3,1,0
C04,HV,pre,board,board,buoyed,3,3,1
C04,HV,pre,beard,bared,beard,2,2,1
C04,HV,pre,bit,bit,bite,3,3,1
C04,HV,pre,bite,bit,bit,1,1,1
C04,HV,pre,but,bart,but,2,2,1
C04,HV,pre,bit,beat,bit,2,2,1
C04,HV,pre,bout,boat,boat,2,1,0
C04,HV,pre,bit,bite,bit,3,2,0
C04,HV,pre,bait,bet,bait,2,2,1
C04,HV,pre,bared,beard,beard,2,1,0
C04,HV,pre,bart,but,bart,1,2,0
C05,HV,pre,bait,bite,bite,1,1,1
C05,HV,pre,bet,bait,bait,1,1,1
C05,HV,pre,bot,bart,bart,1,1,1
C05,HV,pre,bit,beat,beat,1,1,1
C05,HV,pre,but,bot,but,2,2,1
C05,HV,pre,buoyed,buoyed,board,3,3,1
C05,HV,pre,bet,bet,bait,3,3,1
C05,HV,pre,bet,bet,bit,3,3,1
C05,HV,pre,boat,bout,boat,2,2,1
C05,HV,pre,bot,bart,bot,2,2,1
C05,HV,pre,poot,put,poot,2,2,1
C05,HV,pre,bart,bot,bot,2,1,0
C05,HV,pre,bite,bit,bite,2,2,1
C05,HV,pre,bat,bat,but,3,3,1
C05,HV,pre,bite,bite,bait,2,3,0
C05,HV,pre,beard,bared,beard,3,2,0
C05,HV,pre,bit,bite,bit,3,2,0
C05,HV,pre,bird,bared,bared,2,1,0
C05,HV,pre,bart,bert,bart,2,2,1
C05,HV,pre,bait,bait,bet,3,3,1
C05,HV,pre,bite,bait,bait,2,1,0
C05,HV,pre,bird,bared,bird,2,2,1
C05,HV,pre,beat,bit,beat,2,2,1
C05,HV,pre,bart,but,but,1,1,1
C05,HV,pre,bird,bird,bared,2,3,0
C05,HV,pre,bared,bird,bared,2,2,1
C05,HV,pre,bart,bot,bart,3,2,0
C05,HV,pre,bart,bart,but,3,3,1
C05,HV,pre,but,bat,but,1,2,0
C05,HV,pre,bart,but,bart,1,2,0
C05,HV,pre,buoyed,board,board,1,1,1
C05,HV,pre,bite,bite,bit,3,3,1
C05,HV,pre,bit,bet,bet,1,1,1
C05,HV,pre,bite,bait,bite,2,2,1
C05,HV,pre,board,buoyed,buoyed,1,1,1
C05,HV,pre,bot,but,but,1,1,1
C05,HV,pre,bot,but,bot,3,2,0
C05,HV,pre,bart,bart,bot,3,3,1
C05,HV,pre,bert,bart,bert,2,2,1
C05,HV,pre,bet,bit,bit,1,1,1
C05,HV,pre,bet,bait,bet,3,2,0
C05,HV,pre,bit,bit,beat,2,3,0
C05,HV,pre,bit,bite,bite,1,1,1
C05,HV,pre,bared,bared,beard,3,3,1
C05,HV,pre,poot,put,put,1,1,1
C05,HV,pre,bite,bit,bit,1,1,1
C05,HV,pre,bart,bart,bert,3,3,1
C05,HV,pre,bit,bet,bit,2,2,1
C05,HV,pre,but,bat,bat,1,1,1
C05,HV,pre,bat,but,bat,3,2,0
C05,HV,pre,bit,beat,bit,2,2,1
C05,HV,pre,bait,bet,bet,1,1,1
C05,HV,pre,put,poot,poot,1,1,1
C05,HV,pre,put,poot,put,1,2,0
C05,HV,pre,bot,bot,bart,3,3,1
C05,HV,pre,board,board,buoyed,3,3,1
C05,HV,pre,but,but,bat,3,3,1
C05,HV,pre,bit,bit,bet,3,3,1
C05,HV,pre,boat,boat,bout,3,3,1
C05,HV,pre,beard,bared,bared,1,1,1
C05,HV,pre,bait,bite,bait,2,2,1
C05,HV,pre,bared,beard,beard,1,1,1
C05,HV,pre,bat,but,but,2,1,0
C05,HV,pre,bot,bot,but,3,3,1
C05,HV,pre,beat,beat,bit,3,3,1
C05,HV,pre,bart,bert,bert,1,1,1
C05,HV,pre,bout,boat,boat,1,1,1
C05,HV,pre,bout,boat,bout,2,2,1
C05,HV,pre,bait,bet,bait,2,2,1
C05,HV,pre,beat,bit,bit,1,1,1
C05,HV,pre,board,buoyed,board,2,2,1
C05,HV,pre,but,but,bart,1,3,0
C05,HV,pre,but,bart,but,2,2,1
C05,HV,pre,bout,bout,boat,3,3,1
C05,HV,pre,bert,bart,bart,2,1,0
C05,HV,pre,bit,bit,bite,3,3,1
C05,HV,pre,bared,beard,bared,2,2,1
C05,HV,pre,put,put,poot,3,3,1
C05,HV,pre,but,bot,bot,1,1,1
C05,HV,pre,bert,bert,bart,3,3,1
C05,HV,pre,but,bart,bart,3,1,0
C05,HV,pre,bait,bait,bite,3,3,1
C05,HV,pre,buoyed,board,buoyed,2,2,1
C05,HV,pre,bared,beard,beard,1,1,1
C05,HV,pre,bet,bit,bet,2,2,1
C05,HV,pre,poot,poot,put,3,3,1
C05,HV,pre,bared,bird,bird,1,1,1
C05,HV,pre,boat,bout,bout,1,1,1
C05,HV,pre,bared,bared,bird,3,3,1
C05,HV,pre,bot,but,but,2,1,0
C06,HV,pre,but,but,bat,1,3,0
C06,HV,pre,bat,but,but,1,1,1
C06,HV,pre,bite,bait,bite,3,2,0
C06,HV,pre,bet,bit,bet,2,2,1
C06,HV,pre,bot,bart,bart,2,1,0
C06,HV,pre,bet,bit,bit,1,1,1
C06,HV,pre,but,bat,bat,3,1,0
C06,HV,pre,bout,bout,boat,3,3,1
C06,HV,pre,bart,but,bart,2,2,1
C06,HV,pre,bot,bot,but,2,3,0
C06,HV,pre,bert,bert,bart,3,3,1
C06,HV,pre,boat,boat,bout,3,3,1
C06,HV,pre,bite,bait,bait,1,1,1
C06,HV,pre,bared,beard,beard,1,1,1
C06,HV,pre,board,buoyed,buoyed,1,1,1
C06,HV,pre,buoyed,buoyed,board,3,3,1
C06,HV,pre,bart,bart,but,1,3,0
C06,HV,pre,boat,bout,boat,2,2,1
C06,HV,pre,bart,bert,bart,3,2,0
C06,HV,pre,bot,bot,bart,3,3,1
C06,HV,pre,bet,bet,bait,3,3,1
C06,HV,pre,bit,beat,beat,1,1,1
C06,HV,pre,beat,bit,bit,1,1,1
C06,HV,pre,boat,bout,bout,3,1,0
C06,HV,pre,poot,put,poot,1,2,0
C06,HV,pre,bit,bite,bit,2,2,1
C06,HV,pre,poot,put,put,1,1,1
C06,HV,pre,bot,bart,bot,3,2,0
C06,HV,pre,bet,bait,bet,2,2,1
C06,HV,pre,bout,boat,boat,1,1,1
C06,HV,pre,bart,bart,bert,3,3,1
C06,HV,pre,bird,bared,bird,2,2,1
C06,HV,pre,bit,bite,bite,1,1,1
C06,HV,pre,bit,beat,bit,2,2,1
