Participant,Test,Group,stimulus,word,response,IDaccuracy,Goodness
VID_Listener4,post,HV,C010HV-had,had,hoed,0,2
VID_Listener5,post,HV,C010HV-had,had,hard,0,3
VID_Listener1,post,HV,C010HV-had,had,had,1,4
VID_Listener2,post,HV,C010HV-had,had,had,1,6
VID_Listener3,post,HV,C010HV-had,had,had,1,6
VID_Listener5,post,HV,C010HV-haired,haired,hayed,0,3
VID_Listener2,post,HV,C010HV-haired,haired,had,0,4
VID_Listener1,post,HV,C010HV-haired,haired,haired,1,5
VID_Listener4,post,HV,C010HV-haired,haired,had,0,5
VID_Listener3,post,HV,C010HV-haired,haired,head,0,6
VID_Listener2,post,HV,C010HV-hard,hard,hard,1,5
VID_Listener3,post,HV,C010HV-hard,hard,hard,1,5
VID_Listener5,post,HV,C010HV-hard,hard,hard,1,5
VID_Listener4,post,HV,C010HV-hard,hard,hide,0,6
VID_Listener1,post,HV,C010HV-hard,hard,hard,1,7
VID_Listener4,post,HV,C010HV-hayed,hayed,hear,0,1
VID_Listener1,post,HV,C010HV-hayed,hayed,hayed,1,5
VID_Listener3,post,HV,C010HV-hayed,hayed,hayed,1,5
VID_Listener5,post,HV,C010HV-hayed,hayed,hayed,1,5
VID_Listener2,post,HV,C010HV-hayed,hayed,hide,0,7
VID_Listener5,post,HV,C010HV-head,head,hud,0,5
VID_Listener1,post,HV,C010HV-head,head,head,1,6
VID_Listener3,post,HV,C010HV-head,head,head,1,6
VID_Listener2,post,HV,C010HV-head,head,hid,0,7
VID_Listener4,post,HV,C010HV-head,head,whod,0,7
VID_Listener5,post,HV,C010HV-hear,hear,hear,1,6
VID_Listener1,post,HV,C010HV-hear,hear,hear,1,7
VID_Listener2,post,HV,C010HV-hear,hear,hear,1,7
VID_Listener3,post,HV,C010HV-hear,hear,hear,1,7
VID_Listener4,post,HV,C010HV-hear,hear,hear,1,7
VID_Listener5,post,HV,C010HV-heard,heard,hood,0,3
VID_Listener1,post,HV,C010HV-heard,heard,heard,1,4
VID_Listener3,post,HV,C010HV-heard,heard,heard,1,5
VID_Listener4,post,HV,C010HV-heard,heard,hayed,0,5
VID_Listener2,post,HV,C010HV-heard,heard,hood,0,6
VID_Listener4,post,HV,C010HV-heed,heed,haired,0,1
VID_Listener1,post,HV,C010HV-heed,heed,hear,0,2
VID_Listener3,post,HV,C010HV-heed,heed,head,0,5
VID_Listener5,post,HV,C010HV-heed,heed,heed,1,5
VID_Listener2,post,HV,C010HV-heed,heed,heed,1,7
VID_Listener3,post,HV,C010HV-hid,hid,head,0,4
VID_Listener1,post,HV,C010HV-hid,hid,hid,1,5
VID_Listener5,post,HV,C010HV-hid,hid,hid,1,5
VID_Listener4,post,HV,C010HV-hid,hid,hoed,0,6
VID_Listener2,post,HV,C010HV-hid,hid,hid,1,7
VID_Listener4,post,HV,C010HV-hide,hide,hood,0,3
VID_Listener3,post,HV,C010HV-hide,hide,hide,1,5
VID_Listener5,post,HV,C010HV-hide,hide,hide,1,6
VID_Listener1,post,HV,C010HV-hide,hide,hide,1,7
VID_Listener2,post,HV,C010HV-hide,hide,hide,1,7
VID_Listener4,post,HV,C010HV-hoard,hoard,hod,0,2
VID_Listener5,post,HV,C010HV-hoard,hoard,hoyd,0,3
VID_Listener3,post,HV,C010HV-hoard,hoard,hard,0,5
VID_Listener1,post,HV,C010HV-hoard,hoard,hard,0,6
VID_Listener2,post,HV,C010HV-hoard,hoard,hard,0,6
VID_Listener3,post,HV,C010HV-hod,hod,hod,1,4
VID_Listener5,post,HV,C010HV-hod,hod,hod,1,4
VID_Listener1,post,HV,C010HV-hod,hod,hud,0,5
VID_Listener2,post,HV,C010HV-hod,hod,hud,0,5
VID_Listener4,post,HV,C010HV-hod,hod,hoard,0,5
VID_Listener3,post,HV,C010HV-hoed,hoed,hayed,0,3
VID_Listener4,post,HV,C010HV-hoed,hoed,heed,0,3
VID_Listener1,post,HV,C010HV-hoed,hoed,haired,0,5
VID_Listener2,post,HV,C010HV-hoed,hoed,howd,0,5
VID_Listener5,post,HV,C010HV-hoed,hoed,hoed,1,5
VID_Listener5,post,HV,C010HV-hood,hood,hood,1,3
VID_Listener2,post,HV,C010HV-hood,hood,hood,1,5
VID_Listener3,post,HV,C010HV-hood,hood,hood,1,5
VID_Listener1,post,HV,C010HV-hood,hood,hood,1,6
VID_Listener4,post,HV,C010HV-hood,hood,whod,0,7
VID_Listener5,post,HV,C010HV-howd,howd,howd,1,4
VID_Listener1,post,HV,C010HV-howd,howd,howd,1,5
VID_Listener3,post,HV,C010HV-howd,howd,howd,1,5
VID_Listener2,post,HV,C010HV-howd,howd,howd,1,7
VID_Listener4,post,HV,C010HV-howd,howd,hid,0,7
VID_Listener3,post,HV,C010HV-hoyd,hoyd,hide,0,2
VID_Listener1,post,HV,C010HV-hoyd,hoyd,hide,0,3
VID_Listener5,post,HV,C010HV-hoyd,hoyd,hoyd,1,4
VID_Listener2,post,HV,C010HV-hoyd,hoyd,hide,0,6
VID_Listener4,post,HV,C010HV-hoyd,hoyd,hide,0,7
VID_Listener5,post,HV,C010HV-hud,hud,had,0,3
VID_Listener1,post,HV,C010HV-hud,hud,had,0,4
VID_Listener3,post,HV,C010HV-hud,hud,had,0,5
VID_Listener4,post,HV,C010HV-hud,hud,hoard,0,5
VID_Listener2,post,HV,C010HV-hud,hud,had,0,7
VID_Listener3,post,HV,C010HV-whod,whod,hood,0,1
VID_Listener4,post,HV,C010HV-whod,whod,haired,0,1
VID_Listener1,post,HV,C010HV-whod,whod,hood,0,2
VID_Listener5,post,HV,C010HV-whod,whod,whod,1,2
VID_Listener2,post,HV,C010HV-whod,whod,whod,1,6
VID_Listener5,pre,LV,C010re-had,had,had,1,2
VID_Listener1,pre,LV,C010re-had,had,head,0,5
VID_Listener3,pre,LV,C010re-had,had,head,0,5
VID_Listener4,pre,LV,C010re-had,had,hard,0,5
VID_Listener2,pre,LV,C010re-had,had,had,1,6
VID_Listener1,pre,LV,C010re-haired,haired,heard,0,1
VID_Listener2,pre,LV,C010re-haired,haired,head,0,4
VID_Listener5,pre,LV,C010re-haired,haired,heard,0,4
VID_Listener3,pre,LV,C010re-haired,haired,haired,1,5
VID_Listener4,pre,LV,C010re-haired,haired,head,0,7
VID_Listener1,pre,LV,C010re-hard,hard,hard,1,1
VID_Listener5,pre,LV,C010re-hard,hard,hoed,0,2
VID_Listener3,pre,LV,C010re-hard,hard,hud,0,3
VID_Listener4,pre,LV,C010re-hard,hard,hide,0,4
VID_Listener2,pre,LV,C010re-hard,hard,hard,1,5
VID_Listener3,pre,LV,C010re-hayed,hayed,had,0,1
VID_Listener5,pre,LV,C010re-hayed,hayed,hoed,0,3
VID_Listener1,pre,LV,C010re-hayed,hayed,hayed,1,5
VID_Listener4,pre,LV,C010re-hayed,hayed,hayed,1,5
VID_Listener2,pre,LV,C010re-hayed,hayed,hide,0,7
VID_Listener1,pre,LV,C010re-head,head,head,1,5
VID_Listener5,pre,LV,C010re-head,head,hud,0,5
VID_Listener2,pre,LV,C010re-head,head,hid,0,6
VID_Listener3,pre,LV,C010re-head,head,head,1,6
VID_Listener4,pre,LV,C010re-head,head,hayed,0,6
VID_Listener1,pre,LV,C010re-hear,hear,hear,1,3
VID_Listener3,pre,LV,C010re-hear,hear,whod,0,3
VID_Listener4,pre,LV,C010re-hear,hear,hear,1,5
VID_Listener2,pre,LV,C010re-hear,hear,hear,1,6
VID_Listener5,pre,LV,C010re-hear,hear,whod,0,6
VID_Listener4,pre,LV,C010re-heard,heard,head,0,3
VID_Listener5,pre,LV,C010re-heard,heard,hod,0,3
VID_Listener1,pre,LV,C010re-heard,heard,heard,1,4
VID_Listener3,pre,LV,C010re-heard,heard,heard,1,5
VID_Listener2,pre,LV,C010re-heard,heard,had,0,6
VID_Listener1,pre,LV,C010re-heed,heed,hid,0,2
VID_Listener4,pre,LV,C010re-heed,heed,hod,0,2
VID_Listener5,pre,LV,C010re-heed,heed,haired,0,3
VID_Listener2,pre,LV,C010re-heed,heed,heed,1,5
VID_Listener3,pre,LV,C010re-heed,heed,hid,0,5
VID_Listener5,pre,LV,C010re-hid,hid,hid,1,4
VID_Listener3,pre,LV,C010re-hid,hid,head,0,5
VID_Listener4,pre,LV,C010re-hid,hid,hood,0,6
VID_Listener1,pre,LV,C010re-hid,hid,hid,1,7
VID_Listener2,pre,LV,C010re-hid,hid,hid,1,7
VID_Listener1,pre,LV,C010re-hide,hide,hide,1,3
VID_Listener4,pre,LV,C010re-hide,hide,hod,0,4
VID_Listener2,pre,LV,C010re-hide,hide,hide,1,5
VID_Listener3,pre,LV,C010re-hide,hide,hide,1,5
VID_Listener5,pre,LV,C010re-hide,hide,hide,1,5
VID_Listener3,pre,LV,C010re-hoard,hoard,hard,0,1
VID_Listener1,pre,LV,C010re-hoard,hoard,hud,0,3
VID_Listener5,pre,LV,C010re-hoard,hoard,whod,0,3
VID_Listener2,pre,LV,C010re-hoard,hoard,heard,0,5
VID_Listener4,pre,LV,C010re-hoard,hoard,haired,0,5
VID_Listener4,pre,LV,C010re-hod,hod,hud,0,4
VID_Listener5,pre,LV,C010re-hod,hod,hud,0,4
VID_Listener2,pre,LV,C010re-hod,hod,hood,0,5
VID_Listener1,pre,LV,C010re-hod,hod,hood,0,6
VID_Listener3,pre,LV,C010re-hod,hod,hood,0,6
VID_Listener1,pre,LV,C010re-hoed,hoed,hide,0,2
VID_Listener5,pre,LV,C010re-hoed,hoed,hoed,1,4
VID_Listener4,pre,LV,C010re-hoed,hoed,hide,0,5
VID_Listener2,pre,LV,C010re-hoed,hoed,heard,0,6
VID_Listener3,pre,LV,C010re-hoed,hoed,hide,0,7
VID_Listener1,pre,LV,C010re-hood,hood,hood,1,5
VID_Listener2,pre,LV,C010re-hood,hood,hood,1,5
VID_Listener3,pre,LV,C010re-hood,hood,hood,1,5
VID_Listener4,pre,LV,C010re-hood,hood,hid,0,5
VID_Listener5,pre,LV,C010re-hood,hood,hud,0,6
VID_Listener4,pre,LV,C010re-howd,howd,hayed,0,3
VID_Listener3,pre,LV,C010re-howd,howd,heard,0,4
VID_Listener1,pre,LV,C010re-howd,howd,howd,1,5
VID_Listener5,pre,LV,C010re-howd,howd,hoed,0,5
VID_Listener2,pre,LV,C010re-howd,howd,howd,1,6
VID_Listener3,pre,LV,C010re-hoyd,hoyd,hood,0,4
VID_Listener1,pre,LV,C010re-hoyd,hoyd,hoyd,1,5
VID_Listener4,pre,LV,C010re-hoyd,hoyd,hod,0,5
VID_Listener5,pre,LV,C010re-hoyd,hoyd,hoyd,1,5
VID_Listener2,pre,LV,C010re-hoyd,hoyd,hoyd,1,6
VID_Listener3,pre,LV,C010re-hud,hud,hood,0,3
VID_Listener2,pre,LV,C010re-hud,hud,hud,1,4
VID_Listener5,pre,LV,C010re-hud,hud,hod,0,4
VID_Listener1,pre,LV,C010re-hud,hud,hud,1,5
VID_Listener4,pre,LV,C010re-hud,hud,had,0,5
VID_Listener3,pre,HV,C010reHV-had,had,had,1,3
VID_Listener5,pre,HV,C010reHV-had,had,had,1,3
VID_Listener1,pre,HV,C010reHV-had,had,had,1,5
VID_Listener4,pre,HV,C010reHV-had,had,hud,0,5
VID_Listener2,pre,HV,C010reHV-had,had,had,1,6
VID_Listener1,pre,HV,C010reHV-haired,haired,had,0,1
VID_Listener4,pre,HV,C010reHV-haired,haired,haired,1,3
VID_Listener2,pre,HV,C010reHV-haired,haired,had,0,5
VID_Listener5,pre,HV,C010reHV-haired,haired,had,0,5
VID_Listener3,pre,HV,C010reHV-haired,haired,head,0,7
VID_Listener1,pre,HV,C010reHV-hard,hard,had,0,5
VID_Listener4,pre,HV,C010reHV-hard,hard,hear,0,5
VID_Listener2,pre,HV,C010reHV-hard,hard,had,0,6
VID_Listener3,pre,HV,C010reHV-hard,hard,had,0,6
VID_Listener5,pre,HV,C010reHV-hard,hard,hud,0,6
VID_Listener3,pre,HV,C010reHV-hayed,hayed,head,0,2
VID_Listener4,pre,HV,C010reHV-hayed,hayed,hod,0,3
VID_Listener5,pre,HV,C010reHV-hayed,hayed,hayed,1,4
VID_Listener1,pre,HV,C010reHV-hayed,hayed,hayed,1,6
VID_Listener2,pre,HV,C010reHV-hayed,hayed,hide,0,6
VID_Listener1,pre,HV,C010reHV-head,head,head,1,4
VID_Listener5,pre,HV,C010reHV-head,head,hud,0,4
VID_Listener2,pre,HV,C010reHV-head,head,head,1,6
VID_Listener3,pre,HV,C010reHV-head,head,head,1,6
VID_Listener4,pre,HV,C010reHV-head,head,head,1,7
VID_Listener5,pre,HV,C010reHV-hear,hear,haired,0,5
VID_Listener2,pre,HV,C010reHV-hear,hear,hear,1,6
VID_Listener3,pre,HV,C010reHV-hear,hear,hear,1,6
VID_Listener4,pre,HV,C010reHV-hear,hear,hear,1,6
VID_Listener1,pre,HV,C010reHV-hear,hear,hear,1,7
VID_Listener1,pre,HV,C010reHV-heard,heard,heed,0,1
VID_Listener4,pre,HV,C010reHV-heard,heard,hayed,0,2
VID_Listener2,pre,HV,C010reHV-heard,heard,hard,0,3
VID_Listener5,pre,HV,C010reHV-heard,heard,hod,0,3
VID_Listener3,pre,HV,C010reHV-heard,heard,hood,0,5
VID_Listener1,pre,HV,C010reHV-heed,heed,hid,0,5
VID_Listener4,pre,HV,C010reHV-heed,heed,hayed,0,5
VID_Listener5,pre,HV,C010reHV-heed,heed,heed,1,5
VID_Listener3,pre,HV,C010reHV-heed,heed,hid,0,6
VID_Listener2,pre,HV,C010reHV-heed,heed,heed,1,7
VID_Listener4,pre,HV,C010reHV-hid,hid,hid,1,2
VID_Listener1,pre,HV,C010reHV-hid,hid,hid,1,4
VID_Listener5,pre,HV,C010reHV-hid,hid,hid,1,4
VID_Listener2,pre,HV,C010reHV-hid,hid,hid,1,7
VID_Listener3,pre,HV,C010reHV-hid,hid,head,0,7
VID_Listener4,pre,HV,C010reHV-hide,hide,haired,0,4
VID_Listener5,pre,HV,C010reHV-hide,hide,hide,1,5
VID_Listener1,pre,HV,C010reHV-hide,hide,hide,1,6
VID_Listener2,pre,HV,C010reHV-hide,hide,hide,1,6
VID_Listener3,pre,HV,C010reHV-hide,hide,hid,0,6
VID_Listener1,pre,HV,C010reHV-hoard,hoard,hoed,0,1
VID_Listener5,pre,HV,C010reHV-hoard,hoard,hoyd,0,3
VID_Listener2,pre,HV,C010reHV-hoard,hoard,hood,0,5
VID_Listener3,pre,HV,C010reHV-hoard,hoard,hood,0,5
VID_Listener4,pre,HV,C010reHV-hoard,hoard,haired,0,6
VID_Listener3,pre,HV,C010reHV-hod,hod,hood,0,1
VID_Listener4,pre,HV,C010reHV-hod,hod,hid,0,3
VID_Listener5,pre,HV,C010reHV-hod,hod,hod,1,4
VID_Listener1,pre,HV,C010reHV-hod,hod,hod,1,5
VID_Listener2,pre,HV,C010reHV-hod,hod,hood,0,6
VID_Listener1,pre,HV,C010reHV-hoed,hoed,hood,0,2
VID_Listener4,pre,HV,C010reHV-hoed,hoed,head,0,2
VID_Listener3,pre,HV,C010reHV-hoed,hoed,hood,0,4
VID_Listener5,pre,HV,C010reHV-hoed,hoed,hood,0,6
VID_Listener2,pre,HV,C010reHV-hoed,hoed,whod,0,7
VID_Listener3,pre,HV,C010reHV-hood,hood,hoyd,0,2
VID_Listener1,pre,HV,C010reHV-hood,hood,hud,0,4
VID_Listener4,pre,HV,C010reHV-hood,hood,hide,0,4
VID_Listener5,pre,HV,C010reHV-hood,hood,hood,1,5
VID_Listener2,pre,HV,C010reHV-hood,hood,whod,0,6
VID_Listener4,pre,HV,C010reHV-howd,howd,hoyd,0,2
VID_Listener3,pre,HV,C010reHV-howd,howd,howd,1,3
VID_Listener5,pre,HV,C010reHV-howd,howd,hoed,0,4
VID_Listener1,pre,HV,C010reHV-howd,howd,howd,1,5
VID_Listener2,pre,HV,C010reHV-howd,howd,howd,1,6
VID_Listener1,pre,HV,C010reHV-hoyd,hoyd,hide,0,3
VID_Listener4,pre,HV,C010reHV-hoyd,hoyd,hide,0,3
VID_Listener5,pre,HV,C010reHV-hoyd,hoyd,hide,0,3
VID_Listener2,pre,HV,C010reHV-hoyd,hoyd,hide,0,5
VID_Listener3,pre,HV,C010reHV-hoyd,hoyd,hide,0,6
VID_Listener5,pre,HV,C010reHV-hud,hud,hod,0,2
VID_Listener4,pre,HV,C010reHV-hud,hud,hayed,0,3
VID_Listener2,pre,HV,C010reHV-hud,hud,head,0,4
VID_Listener3,pre,HV,C010reHV-hud,hud,had,0,5
VID_Listener1,pre,HV,C010reHV-hud,hud,hud,1,6
VID_Listener3,pre,HV,C010reHV-whod,whod,hood,0,2
VID_Listener5,pre,HV,C010reHV-whod,whod,hood,0,4
VID_Listener1,pre,HV,C010reHV-whod,whod,whod,1,5
VID_Listener2,pre,HV,C010reHV-whod,whod,hood,0,5
VID_Listener4,pre,HV,C010reHV-whod,whod,whod,1,5
VID_Listener5,pre,LV,C010re-whod,whod,whod,1,2
VID_Listener1,pre,LV,C010re-whod,whod,heed,0,2
VID_Listener4,pre,LV,C010re-whod,whod,hud,0,3
VID_Listener3,pre,LV,C010re-whod,whod,whod,1,4
VID_Listener2,pre,LV,C010re-whod,whod,hood,0,6
VID_Listener5,post,LV,C010stLV-had,had,hard,0,1
VID_Listener3,post,LV,C010stLV-had,had,head,0,2
VID_Listener4,post,LV,C010stLV-had,had,head,0,2
VID_Listener1,post,LV,C010stLV-had,had,heard,0,5
VID_Listener2,post,LV,C010stLV-had,had,heard,0,6
VID_Listener3,post,LV,C010stLV-haired,haired,head,0,3
VID_Listener1,post,LV,C010stLV-haired,haired,heard,0,5
VID_Listener2,post,LV,C010stLV-haired,haired,hid,0,5
VID_Listener4,post,LV,C010stLV-haired,haired,haired,1,7
VID_Listener5,post,LV,C010stLV-haired,haired,haired,1,7
VID_Listener1,post,LV,C010stLV-hard,hard,hard,1,5
VID_Listener2,post,LV,C010stLV-hard,hard,heard,0,5
VID_Listener4,post,LV,C010stLV-hard,hard,haired,0,5
VID_Listener5,post,LV,C010stLV-hard,hard,hard,1,5
VID_Listener3,post,LV,C010stLV-hard,hard,hard,1,6
VID_Listener1,post,LV,C010stLV-hayed,hayed,hayed,1,2
VID_Listener4,post,LV,C010stLV-hayed,hayed,hud,0,2
VID_Listener5,post,LV,C010stLV-hayed,hayed,hayed,1,4
VID_Listener3,post,LV,C010stLV-hayed,hayed,hayed,1,5
VID_Listener2,post,LV,C010stLV-hayed,hayed,hide,0,7
VID_Listener5,post,LV,C010stLV-head,head,hood,0,4
VID_Listener4,post,LV,C010stLV-head,head,head,1,5
VID_Listener1,post,LV,C010stLV-head,head,head,1,7
VID_Listener2,post,LV,C010stLV-head,head,hid,0,7
VID_Listener3,post,LV,C010stLV-head,head,head,1,7
VID_Listener4,post,LV,C010stLV-hear,hear,head,0,1
VID_Listener1,post,LV,C010stLV-hear,hear,hear,1,4
VID_Listener5,post,LV,C010stLV-hear,hear,haired,0,4
VID_Listener2,post,LV,C010stLV-hear,hear,hear,1,5
VID_Listener3,post,LV,C010stLV-hear,hear,hear,1,6
VID_Listener3,post,LV,C010stLV-heard,heard,hard,0,1
VID_Listener4,post,LV,C010stLV-heard,heard,hud,0,2
VID_Listener5,post,LV,C010stLV-heard,heard,haired,0,2
VID_Listener1,post,LV,C010stLV-heard,heard,head,0,4
VID_Listener2,post,LV,C010stLV-heard,heard,head,0,6
VID_Listener1,post,LV,C010stLV-heed,heed,heed,1,4
VID_Listener5,post,LV,C010stLV-heed,heed,heed,1,4
VID_Listener4,post,LV,C010stLV-heed,heed,hide,0,5
VID_Listener3,post,LV,C010stLV-heed,heed,heed,1,6
VID_Listener2,post,LV,C010stLV-heed,heed,heed,1,7
VID_Listener5,post,LV,C010stLV-hid,hid,hood,0,4
VID_Listener1,post,LV,C010stLV-hid,hid,hid,1,5
VID_Listener2,post,LV,C010stLV-hid,hid,hid,1,5
VID_Listener3,post,LV,C010stLV-hid,hid,hid,1,5
VID_Listener4,post,LV,C010stLV-hid,hid,hid,1,7
VID_Listener1,post,LV,C010stLV-hide,hide,hide,1,4
VID_Listener4,post,LV,C010stLV-hide,hide,had,0,4
VID_Listener2,post,LV,C010stLV-hide,hide,hide,1,6
VID_Listener3,post,LV,C010stLV-hide,hide,hide,1,6
VID_Listener5,post,LV,C010stLV-hide,hide,hide,1,6
VID_Listener2,post,LV,C010stLV-hoard,hoard,hod,0,3
VID_Listener5,post,LV,C010stLV-hoard,hoard,hoard,1,3
VID_Listener1,post,LV,C010stLV-hoard,hoard,hard,0,4
VID_Listener3,post,LV,C010stLV-hoard,hoard,hoed,0,4
VID_Listener4,post,LV,C010stLV-hoard,hoard,hard,0,6
VID_Listener4,post,LV,C010stLV-hod,hod,hoard,0,1
VID_Listener3,post,LV,C010stLV-hod,hod,hod,1,3
VID_Listener1,post,LV,C010stLV-hod,hod,hod,1,4
VID_Listener2,post,LV,C010stLV-hod,hod,hud,0,5
VID_Listener5,post,LV,C010stLV-hod,hod,hod,1,5
VID_Listener1,post,LV,C010stLV-hoed,hoed,haired,0,2
VID_Listener3,post,LV,C010stLV-hoed,hoed,heard,0,5
VID_Listener5,post,LV,C010stLV-hoed,hoed,hoed,1,5
VID_Listener2,post,LV,C010stLV-hoed,hoed,howd,0,6
VID_Listener4,post,LV,C010stLV-hoed,hoed,haired,0,6
VID_Listener1,post,LV,C010stLV-hood,hood,hood,1,4
VID_Listener3,post,LV,C010stLV-hood,hood,hod,0,4
VID_Listener2,post,LV,C010stLV-hood,hood,hud,0,5
VID_Listener5,post,LV,C010stLV-hood,hood,hod,0,5
VID_Listener4,post,LV,C010stLV-hood,hood,whod,0,6
VID_Listener3,post,LV,C010stLV-howd,howd,heard,0,3
VID_Listener4,post,LV,C010stLV-howd,howd,hear,0,3
VID_Listener5,post,LV,C010stLV-howd,howd,hoed,0,4
VID_Listener1,post,LV,C010stLV-howd,howd,howd,1,7
VID_Listener2,post,LV,C010stLV-howd,howd,howd,1,7
VID_Listener1,post,LV,C010stLV-hoyd,hoyd,hid,0,1
VID_Listener5,post,LV,C010stLV-hoyd,hoyd,hoyd,1,3
VID_Listener3,post,LV,C010stLV-hoyd,hoyd,hoyd,1,5
VID_Listener2,post,LV,C010stLV-hoyd,hoyd,hoyd,1,6
VID_Listener4,post,LV,C010stLV-hoyd,hoyd,hide,0,7
VID_Listener1,post,LV,C010stLV-hud,hud,hod,0,3
VID_Listener3,post,LV,C010stLV-hud,hud,heard,0,3
VID_Listener5,post,LV,C010stLV-hud,hud,hood,0,5
VID_Listener2,post,LV,C010stLV-hud,hud,hud,1,6
VID_Listener4,post,LV,C010stLV-hud,hud,hud,1,6
VID_Listener4,pre,LV,C011-hoyd,hoyd,hayed,0,3
VID_Listener1,pre,LV,C011-hoyd,hoyd,hide,0,5
VID_Listener2,pre,LV,C011-hoyd,hoyd,hide,0,5
VID_Listener3,pre,LV,C011-hoyd,C011-hoyd,hid,0,5
VID_Listener5,pre,HV,C011-hoyd,hoyd,hide,0,6
VID_Listener4,post,HV,C011HV-had,had,head,0,1
VID_Listener3,post,HV,C011HV-had,had,had,1,3
VID_Listener1,post,HV,C011HV-had,had,had,1,4
VID_Listener5,post,HV,C011HV-had,had,hud,0,4
VID_Listener2,post,HV,C011HV-had,had,hid,0,6
VID_Listener4,post,HV,C011HV-haired,haired,hard,0,1
VID_Listener1,post,HV,C011HV-haired,haired,haired,1,4
VID_Listener2,post,HV,C011HV-haired,haired,heard,0,4
VID_Listener3,post,HV,C011HV-haired,haired,hoyd,0,4
VID_Listener5,post,HV,C011HV-haired,haired,hayed,0,4
VID_Listener1,post,HV,C011HV-hard,hard,had,0,1
VID_Listener4,post,HV,C011HV-hard,hard,head,0,3
VID_Listener2,post,HV,C011HV-hard,hard,hard,1,5
VID_Listener5,post,HV,C011HV-hard,hard,had,0,5
VID_Listener3,post,HV,C011HV-hard,hard,had,0,7
VID_Listener4,post,HV,C011HV-hayed,hayed,hod,0,2
VID_Listener3,post,HV,C011HV-hayed,hayed,hayed,1,3
VID_Listener5,post,HV,C011HV-hayed,hayed,hayed,1,4
VID_Listener1,post,HV,C011HV-hayed,hayed,hayed,1,5
VID_Listener2,post,HV,C011HV-hayed,hayed,hide,0,7
VID_Listener1,post,HV,C011HV-head,head,hid,0,2
VID_Listener5,post,HV,C011HV-head,head,hid,0,3
VID_Listener2,post,HV,C011HV-head,head,hood,0,4
VID_Listener3,post,HV,C011HV-head,head,had,0,4
VID_Listener4,post,HV,C011HV-head,head,hayed,0,5
VID_Listener3,post,HV,C011HV-hear,hear,hear,1,5
VID_Listener4,post,HV,C011HV-hear,hear,head,0,5
VID_Listener5,post,HV,C011HV-hear,hear,hear,1,5
VID_Listener1,post,HV,C011HV-hear,hear,hear,1,7
VID_Listener2,post,HV,C011HV-hear,hear,hear,1,7
VID_Listener5,post,HV,C011HV-heard,heard,hud,0,2
VID_Listener3,post,HV,C011HV-heard,heard,had,0,3
VID_Listener2,post,HV,C011HV-heard,heard,hard,0,5
VID_Listener1,post,HV,C011HV-heard,heard,heard,1,6
VID_Listener4,post,HV,C011HV-heard,heard,head,0,6
VID_Listener3,post,HV,C011HV-heed,heed,hid,0,1
VID_Listener1,post,HV,C011HV-heed,heed,hid,0,3
VID_Listener5,post,HV,C011HV-heed,heed,hayed,0,3
VID_Listener2,post,HV,C011HV-heed,heed,heed,1,5
VID_Listener4,post,HV,C011HV-heed,heed,hide,0,5
VID_Listener4,post,HV,C011HV-hid,hid,hid,1,3
VID_Listener5,post,HV,C011HV-hid,hid,hid,1,3
VID_Listener3,post,HV,C011HV-hid,hid,hid,1,5
VID_Listener1,post,HV,C011HV-hid,hid,hid,1,7
VID_Listener2,post,HV,C011HV-hid,hid,hid,1,7
VID_Listener4,post,HV,C011HV-hide,hide,hud,0,1
VID_Listener5,post,HV,C011HV-hide,hide,hide,1,4
VID_Listener1,post,HV,C011HV-hide,hide,hide,1,5
VID_Listener3,post,HV,C011HV-hide,hide,hide,1,5
VID_Listener2,post,HV,C011HV-hide,hide,hide,1,7
VID_Listener4,post,HV,C011HV-hoard,hoard,hod,0,1
VID_Listener2,post,HV,C011HV-hoard,hoard,hoed,0,3
VID_Listener3,post,HV,C011HV-hoard,hoard,heard,0,3
VID_Listener1,post,HV,C011HV-hoard,hoard,hoed,0,4
VID_Listener5,post,HV,C011HV-hoard,hoard,hoed,0,5
VID_Listener3,post,HV,C011HV-hod,hod,hod,1,1
VID_Listener1,post,HV,C011HV-hod,hod,hod,1,4
VID_Listener5,post,HV,C011HV-hod,hod,hood,0,4
VID_Listener4,post,HV,C011HV-hod,hod,hard,0,5
VID_Listener2,post,HV,C011HV-hod,hod,hood,0,6
VID_Listener3,post,HV,C011HV-hoed,hoed,hod,0,3
VID_Listener4,post,HV,C011HV-hoed,hoed,head,0,3
VID_Listener1,post,HV,C011HV-hoed,hoed,haired,0,4
VID_Listener2,post,HV,C011HV-hoed,hoed,howd,0,5
VID_Listener5,post,HV,C011HV-hoed,hoed,hoyd,0,5
VID_Listener3,post,HV,C011HV-hood,hood,hod,0,3
VID_Listener5,post,HV,C011HV-hood,hood,hayed,0,3
VID_Listener1,post,HV,C011HV-hood,hood,hod,0,4
VID_Listener2,post,HV,C011HV-hood,hood,hood,1,6
VID_Listener4,post,HV,C011HV-hood,hood,hear,0,7
VID_Listener4,post,HV,C011HV-howd,howd,head,0,1
VID_Listener1,post,HV,C011HV-howd,howd,howd,1,3
VID_Listener2,post,HV,C011HV-howd,howd,howd,1,3
VID_Listener5,post,HV,C011HV-howd,howd,howd,1,4
VID_Listener3,post,HV,C011HV-howd,howd,howd,1,5
VID_Listener4,post,HV,C011HV-hud,hud,had,0,1
VID_Listener5,post,HV,C011HV-hud,hud,hid,0,2
