Participant,Test,Group,stimulus,word,response,IDaccuracy,Goodness
VID_Listener5,post,LV,C07stLV-heed,heed,heed,1,5
VID_Listener5,post,LV,C07stLV-hid,hid,hid,1,3
VID_Listener5,post,LV,C07stLV-hide,hide,hide,1,6
VID_Listener5,post,LV,C07stLV-hoard,hoard,hoyd,0,3
VID_Listener5,post,LV,C07stLV-hod,hod,hod,1,1
VID_Listener5,post,LV,C07stLV-hoed,hoed,hayed,0,5
VID_Listener5,post,LV,C07stLV-hood,hood,hood,1,5
VID_Listener5,post,LV,C07stLV-howd,howd,howd,1,6
VID_Listener5,post,LV,C07stLV-hoyd,hoyd,hoyd,1,5
VID_Listener5,post,LV,C07stLV-hud,hud,hud,1,5
VID_Listener5,post,LV,C07stLV-whod,whod,hoed,0,1
VID_Listener5,post,HV,C08HV-had,had,had,1,3
VID_Listener5,post,HV,C08HV-haired,haired,hayed,0,4
VID_Listener5,post,HV,C08HV-hard,hard,hard,1,5
VID_Listener5,post,HV,C08HV-hayed,hayed,hayed,1,3
VID_Listener5,post,HV,C08HV-head,head,haired,0,2
VID_Listener5,post,HV,C08HV-hear,hear,hear,1,7
VID_Listener5,post,HV,C08HV-heard,heard,had,0,3
VID_Listener5,post,HV,C08HV-heed,heed,heed,1,3
VID_Listener5,post,HV,C08HV-hid,hid,hid,1,3
VID_Listener5,post,HV,C08HV-hide,hide,hide,1,4
VID_Listener5,post,HV,C08HV-hoard,hoard,hoed,0,3
VID_Listener5,post,HV,C08HV-hod,hod,hood,0,3
VID_Listener5,post,HV,C08HV-hoed,hoed,hoed,1,4
VID_Listener5,post,HV,C08HV-hood,hood,hood,1,3
VID_Listener5,post,HV,C08HV-howd,howd,hoyd,0,5
VID_Listener5,post,HV,C08HV-hoyd,hoyd,hoyd,1,3
VID_Listener5,post,HV,C08HV-hud,hud,hud,1,5
VID_Listener5,post,HV,C08HV-whod,whod,hoyd,0,2
VID_Listener5,pre,LV,C08re-had,had,heard,0,4
VID_Listener5,pre,LV,C08re-haired,haired,hoed,0,4
VID_Listener5,pre,LV,C08re-hard,hard,hod,0,4
VID_Listener5,pre,LV,C08re-hayed,hayed,hoyd,0,2
VID_Listener5,pre,LV,C08re-head,head,hood,0,4
VID_Listener5,pre,LV,C08re-hear,hear,haired,0,5
VID_Listener5,pre,LV,C08re-heard,heard,hood,0,5
VID_Listener5,pre,LV,C08re-heed,heed,hid,0,3
VID_Listener5,pre,LV,C08re-hid,hid,hid,1,5
VID_Listener5,pre,LV,C08re-hide,hide,hide,1,3
VID_Listener5,pre,LV,C08re-hoard,hoard,hod,0,5
VID_Listener5,pre,LV,C08re-hod,hod,hod,1,5
VID_Listener5,pre,LV,C08re-hoed,hoed,hide,0,1
VID_Listener5,pre,LV,C08re-hood,hood,hud,0,2
VID_Listener5,pre,LV,C08re-howd,howd,hoyd,0,3
VID_Listener5,pre,LV,C08re-hoyd,hoyd,hide,0,5
VID_Listener5,pre,LV,C08re-hud,hud,hood,0,3
VID_Listener5,pre,HV,C08reHV-had,had,hud,0,3
VID_Listener5,pre,HV,C08reHV-haired,haired,had,0,4
VID_Listener5,pre,HV,C08reHV-hard,hard,hud,0,5
VID_Listener5,pre,HV,C08reHV-hayed,hayed,hayed,1,5
VID_Listener5,pre,HV,C08reHV-head,head,hud,0,4
VID_Listener5,pre,HV,C08reHV-hear,hear,hear,1,7
VID_Listener5,pre,HV,C08reHV-heard,heard,hud,0,3
VID_Listener5,pre,HV,C08reHV-heed,heed,hid,0,3
VID_Listener5,pre,HV,C08reHV-hid,hid,hid,1,4
VID_Listener5,pre,HV,C08reHV-hide,hide,hide,1,4
VID_Listener5,pre,HV,C08reHV-hoard,hoard,hud,0,5
VID_Listener5,pre,HV,C08reHV-hod,hod,hod,1,2
VID_Listener5,pre,HV,C08reHV-hoed,hoed,haired,0,4
VID_Listener5,pre,HV,C08reHV-hood,hood,whod,0,2
VID_Listener5,pre,HV,C08reHV-howd,howd,hod,0,2
VID_Listener5,pre,HV,C08reHV-hoyd,hoyd,hoyd,1,4
VID_Listener5,pre,HV,C08reHV-hud,hud,hud,1,5
VID_Listener5,pre,HV,C08reHV-whod,whod,hoard,0,1
VID_Listener5,post,LV,C08stLV-had,had,had,1,5
VID_Listener5,post,LV,C08stLV-haired,haired,heard,0,7
VID_Listener5,post,LV,C08stLV-hard,hard,hard,1,7
VID_Listener5,post,LV,C08stLV-hayed,hayed,hayed,1,5
VID_Listener5,post,LV,C08stLV-head,head,hid,0,5
VID_Listener5,post,LV,C08stLV-hear,hear,haired,0,3
VID_Listener5,post,LV,C08stLV-heard,heard,heard,1,5
VID_Listener5,post,LV,C08stLV-heed,heed,heed,1,6
VID_Listener5,post,LV,C08stLV-hid,hid,hid,1,5
VID_Listener5,post,LV,C08stLV-hide,hide,hide,1,6
VID_Listener5,post,LV,C08stLV-hoard,hoard,hood,0,4
VID_Listener5,post,LV,C08stLV-hod,hod,hod,1,6
VID_Listener5,post,LV,C08stLV-hoed,hoed,whod,0,2
VID_Listener5,post,LV,C08stLV-hood,hood,hood,1,5
VID_Listener5,post,LV,C08stLV-howd,howd,howd,1,3
VID_Listener5,post,LV,C08stLV-hoyd,hoyd,hoyd,1,5
VID_Listener5,post,LV,C08stLV-hud,hud,hud,1,2
VID_Listener5,post,LV,C08stLV-whod,whod,hayed,0,3
VID_Listener5,post,HV,C09HV-had,had,hud,0,5
VID_Listener5,post,HV,C09HV-haired,haired,hoed,0,4
VID_Listener5,post,HV,C09HV-hard,hard,hud,0,5
VID_Listener5,post,HV,C09HV-hayed,hayed,hayed,1,5
VID_Listener5,post,HV,C09HV-head,head,hid,0,4
VID_Listener5,post,HV,C09HV-hear,hear,hear,1,7
VID_Listener5,post,HV,C09HV-heard,heard,heard,1,7
VID_Listener5,post,HV,C09HV-heed,heed,hid,0,4
VID_Listener5,post,HV,C09HV-hid,hid,hid,1,4
VID_Listener5,post,HV,C09HV-hide,hide,hide,1,4
VID_Listener5,post,HV,C09HV-hoard,hoard,hood,0,5
VID_Listener5,post,HV,C09HV-hod,hod,hod,1,3
VID_Listener5,post,HV,C09HV-hoed,hoed,hayed,0,4
VID_Listener5,post,HV,C09HV-hood,hood,hud,0,5
VID_Listener5,post,HV,C09HV-howd,howd,hoed,0,5
VID_Listener5,post,HV,C09HV-hoyd,hoyd,hoyd,1,5
VID_Listener5,post,HV,C09HV-hud,hud,had,0,1
VID_Listener5,post,HV,C09HV-whod,whod,whod,1,7
VID_Listener5,pre,LV,C09re-had,had,hud,0,6
VID_Listener5,pre,LV,C09re-haired,haired,hod,0,4
VID_Listener5,pre,LV,C09re-hard,hard,hoed,0,4
VID_Listener5,pre,LV,C09re-hayed,hayed,hayed,1,3
VID_Listener5,pre,LV,C09re-head,head,hood,0,4
VID_Listener5,pre,LV,C09re-hear,hear,haired,0,3
VID_Listener5,pre,LV,C09re-heed,heed,whod,0,6
VID_Listener5,pre,LV,C09re-hid,hid,hood,0,5
VID_Listener5,pre,LV,C09re-hide,hide,hard,0,5
VID_Listener5,pre,LV,C09re-hoard,hoard,heed,0,1
VID_Listener5,pre,LV,C09re-hod,hod,hod,1,4
VID_Listener5,pre,LV,C09re-hoed,hoed,hoyd,0,4
VID_Listener5,pre,LV,C09re-hood,hood,hood,1,5
VID_Listener5,pre,LV,C09re-howd,howd,howd,1,4
VID_Listener5,pre,LV,C09re-hoyd,hoyd,hoed,0,3
VID_Listener5,pre,LV,C09re-hud,hud,hod,0,3
VID_Listener5,pre,HV,C09reHV-had,had,hud,0,5
VID_Listener5,pre,HV,C09reHV-haired,haired,heard,0,5
VID_Listener5,pre,HV,C09reHV-hard,hard,hard,1,4
VID_Listener5,pre,HV,C09reHV-hayed,hayed,hayed,1,4
VID_Listener5,pre,HV,C09reHV-head,head,hayed,0,1
VID_Listener5,pre,HV,C09reHV-hear,hear,hoed,0,3
VID_Listener5,pre,HV,C09reHV-heard,heard,head,0,5
VID_Listener5,pre,HV,C09reHV-heed,heed,hoed,0,2
VID_Listener5,pre,HV,C09reHV-hid,hid,hid,1,5
VID_Listener5,pre,HV,C09reHV-hide,hide,hide,1,5
VID_Listener5,pre,HV,C09reHV-hoard,hoard,hear,0,2
VID_Listener5,pre,HV,C09reHV-hod,hod,hod,1,4
VID_Listener5,pre,HV,C09reHV-hoed,hoed,hayed,0,3
VID_Listener5,pre,HV,C09reHV-hood,hood,whod,0,5
VID_Listener5,pre,HV,C09reHV-howd,howd,howd,1,4
VID_Listener5,pre,HV,C09reHV-hoyd,hoyd,whod,0,3
VID_Listener5,pre,HV,C09reHV-hud,hud,hod,0,3
VID_Listener5,pre,HV,C09reHV-whod,whod,whod,1,3
VID_Listener5,pre,LV,C09re-whod,whod,hood,0,5
VID_Listener5,post,LV,C09stLV-had,had,hod,0,4
VID_Listener5,post,LV,C09stLV-haired,haired,howd,0,4
VID_Listener5,post,LV,C09stLV-hard,hard,hud,0,4
VID_Listener5,post,LV,C09stLV-hayed,hayed,whod,0,4
VID_Listener5,post,LV,C09stLV-head,head,hood,0,5
VID_Listener5,post,LV,C09stLV-hear,hear,haired,0,4
VID_Listener5,post,LV,C09stLV-heard,heard,hoed,0,3
VID_Listener5,post,LV,C09stLV-heed,heed,whod,0,5
VID_Listener5,post,LV,C09stLV-hid,hid,hoed,0,4
VID_Listener5,post,LV,C09stLV-hide,hide,howd,0,1
VID_Listener5,post,LV,C09stLV-hoard,hoard,hoard,1,1
VID_Listener5,post,LV,C09stLV-hod,hod,hod,1,5
VID_Listener5,post,LV,C09stLV-hoed,hoed,whod,0,5
VID_Listener5,post,LV,C09stLV-howd,howd,howd,1,4
VID_Listener5,post,LV,C09stLV-hoyd,hoyd,howd,0,3
VID_Listener5,post,LV,C09stLV-hud,hud,had,0,3
VID_Listener5,post,LV,C09stLV-whod,whod,whod,1,6
