group,test,vowel,speaker,f1,f2,vowel.class,mahalanobis.distance,correct
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,had,57.993200495433,TRUE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,hard,6039.21423506468,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,head,2194.97943697297,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,heard,9215.92819686129,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,heed,3506.46119058202,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,hid,113767.644212194,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,hoard,5211.04660364785,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,hod,258203.204406435,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,hood,35568.8563783768,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,hud,14133.2698976039,FALSE
LV,pre,had,C010-LV,1.43619511331078,-0.111404950891262,whod,48134.1940678614,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,had,181.291407703226,TRUE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,hard,10849.1650079674,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,head,1137.37429322874,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,heard,6427.43469370414,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,heed,4267.7456179123,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,hid,132497.756283377,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,hoard,5711.98881723195,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,hod,355572.757666072,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,hood,37924.4918004615,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,hud,25565.3327568746,FALSE
LV,pre,had,C011-LV,1.45051838710366,0.121516624570091,whod,51813.3014936355,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,had,1309.12254893289,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,hard,22788.8111490402,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,head,268.599759762005,TRUE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,heard,427.069251615645,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,heed,2669.5383455585,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,hid,65279.7111773363,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,hoard,4842.70868777972,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,hod,495768.899597654,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,hood,20385.2952148498,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,hud,27704.9941472482,FALSE
LV,pre,had,C012-LV,0.818364078867155,0.54745298096678,whod,33576.2349319869,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,had,578.205664041682,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,hard,22527.3852017778,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,head,145.64100831395,TRUE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,heard,4303.63098441884,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,heed,7698.98220605198,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,hid,201068.435509121,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,hoard,7417.30207112384,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,hod,579399.635889154,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,hood,48691.4115112385,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,hud,60890.7132389551,FALSE
LV,pre,had,C013-LV,1.63448883575843,0.520381783569434,whod,65629.1037180426,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,had,234.121398260905,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,hard,68.849399214785,TRUE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,head,7506.33799496352,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,heard,11371.3530376977,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,heed,3415.6071712506,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,hid,24494.35217534,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,hoard,2599.6781315644,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,hod,57483.1858371845,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,hood,15872.4901005825,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,hud,1435.06223640371,FALSE
LV,pre,had,C014-LV,0.911722304091091,-0.712424400895232,whod,23809.680310157,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,had,137.121981563152,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,hard,1290.63201705983,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,head,5413.01841997192,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,heard,6451.2755220835,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,heed,2606.78098726397,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,hid,24066.9265378093,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,hoard,2582.88107257281,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,hod,105059.712427376,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,hood,14621.1821718733,FALSE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,hud,35.604165656379,TRUE
LV,pre,had,C015-LV,0.806585676986001,-0.460341827463506,whod,23167.1496657008,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,had,1348.57368530818,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,hard,25157.0359194114,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,head,135.00782376463,TRUE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,heard,552.775670195552,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,heed,3469.81331227104,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,hid,83927.6407001457,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,hoard,5325.75399901762,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,hod,544441.483969255,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,hood,24096.1100145408,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,hud,35886.9554609697,FALSE
LV,pre,had,C016-LV,0.933920109465433,0.612135650380853,whod,38268.5326647374,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,had,119.338982749937,TRUE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,hard,1049.35981423227,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,head,5314.35644557799,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,heard,9998.44906247063,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,heed,2655.44130874914,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,hid,44078.3955345146,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,hoard,3281.79441478605,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,hod,109685.845887229,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,hood,20846.9809862208,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,hud,189.979225778786,FALSE
LV,pre,had,C017-LV,1.05865190253837,-0.499704233205857,whod,30207.1674194983,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,had,31.1528766379223,TRUE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,hard,6148.16440248096,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,head,2039.94286488549,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,heard,11405.2004428061,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,heed,4242.05017322612,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,hid,141493.438297285,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,hoard,5886.53178611554,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,hod,272797.18511702,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,hood,41717.2461279694,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,hud,18470.4219271143,FALSE
LV,pre,had,C018-LV,1.59873101138918,-0.111017248936598,whod,54799.4758824135,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,had,45.6595239976118,TRUE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,hard,3711.87013871773,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,head,2791.72600651545,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,heard,16307.9641849745,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,heed,4428.34105799092,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,hid,153698.771114871,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,hoard,6251.66810350262,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,hod,224733.025091674,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,hood,45739.096996577,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,hud,14998.0793554732,FALSE
LV,pre,had,C019-LV,1.73291789605491,-0.273028402696384,whod,58275.8747025812,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,had,747.080079299601,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,hard,19003.1497475905,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,head,389.769878089122,TRUE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,heard,1728.89506566757,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,heed,3911.05957641596,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,hid,105957.350174212,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,hoard,5428.37524802141,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,hod,470749.530648437,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,hood,30021.9782033955,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,hud,32910.3907988053,FALSE
LV,pre,had,C01-LV,1.16214668707638,0.425163051847261,whod,44369.3344750196,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,had,293.606880267209,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,hard,18.6609547344999,TRUE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,head,8142.83189866552,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,heard,12811.6563983999,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,heed,3677.97686327885,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,hid,24058.9835925044,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,hoard,2605.44164717094,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,hod,47013.2644540813,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,hood,16022.9193798429,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,hud,2235.14358282611,FALSE
LV,pre,had,C021-LV,0.931891066207389,-0.780046005753942,whod,23761.4931455081,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,had,94.4019105788295,TRUE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,hard,4586.9352399126,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,head,2935.87162209073,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,heard,7085.87709328694,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,heed,2536.72654343154,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,hid,70839.6993994605,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,hoard,4097.63258982888,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,hod,207687.572380295,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,hood,26053.0118734058,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,hud,6034.71165651043,FALSE
LV,pre,had,C022-LV,1.17056390370582,-0.190979173417303,whod,37261.6699772384,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,had,19.8826076557654,TRUE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,hard,6852.13015211314,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,head,1764.92372800391,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,heard,12760.9677949476,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,heed,5051.40518255888,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,hid,168603.643822575,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,hoard,6524.04902082403,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,hod,298278.137883495,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,hood,47281.0663001732,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,hud,24089.3255486058,FALSE
LV,pre,had,C023-LV,1.72863750996015,-0.0771158274506442,whod,60929.9078847955,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,had,106.846063242973,TRUE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,hard,7911.98136649196,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,head,1728.61242884699,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,heard,7484.0988924429,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,heed,3610.77450947082,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,hid,115233.058557246,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,hoard,5263.70482375754,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,hod,294567.251693326,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,hood,35152.5186769823,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,hud,17550.5667772535,FALSE
LV,pre,had,C024-LV,1.40339710974886,-0.0110906332684428,whod,48143.1468560191,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,had,112.346078798715,TRUE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,hard,1596.4448263088,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,head,4274.87605263708,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,heard,15617.7689763593,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,heed,3255.39002078323,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,hid,100248.993476978,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,hoard,4953.50998282386,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,hod,149725.776899538,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,hood,34941.7642881476,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,hud,4485.82728133404,FALSE
LV,pre,had,C02-LV,1.49057845690609,-0.451533046286301,whod,45892.3435231852,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,had,76.8173848370489,TRUE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,hard,2126.72490046061,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,head,4121.05976747245,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,heard,10914.4212778977,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,heed,2724.81070282791,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,hid,71674.7229024855,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,hoard,4113.24033142878,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,hod,152799.978741965,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,hood,27490.1994815125,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,hud,2894.66766513443,FALSE
LV,pre,had,C03-LV,1.25716640898616,-0.385236359565253,whod,38065.6275554544,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,had,27.1794008470766,TRUE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,hard,5699.87407415506,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,head,2163.42895342284,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,heard,11995.0921165993,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,heed,4221.69113425934,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,hid,141653.033955271,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,hoard,5895.48821862083,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,hod,263734.144365494,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,hood,41966.1186225467,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,hud,17604.6584860336,FALSE
LV,pre,had,C04-LV,1.61063071203235,-0.137359626681441,whod,54936.2689343235,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,had,144.7361603387,TRUE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,hard,847.106804675172,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,head,5293.76409400173,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,heard,13674.905888202,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,heed,2875.40331745214,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,hid,65370.4506767648,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,hoard,3976.618996329,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,hod,112304.753607719,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,hood,26850.1989607701,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,hud,848.257218587637,FALSE
LV,pre,had,C05-LV,1.26926746739385,-0.539173021692478,whod,36731.0912828809,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,had,183.827036856677,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,hard,372.850899446916,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,head,6275.6564994888,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,heard,12579.120368681,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,heed,2948.69454879867,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,hid,43680.3314304201,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,hoard,3300.08600267879,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,hod,84442.7331144923,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,hood,21389.4329869675,FALSE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,hud,15.5036579144472,TRUE
LV,pre,had,C07-LV,1.10321447616515,-0.620286494565643,whod,30372.9576467643,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,had,58.3434323107782,TRUE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,hard,3764.85097554781,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,head,2669.69040745932,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,heard,18652.8571006496,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,heed,5084.7794081524,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,hid,178939.444929258,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,hoard,6881.69052164505,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,hod,234949.527429455,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,hood,51252.4574758007,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,hud,18413.3644661263,FALSE
LV,pre,had,C08-LV,1.86353761084556,-0.27544490649345,whod,64076.539123114,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,had,137.140104220589,TRUE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,hard,805.05258999283,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,head,5502.07348470804,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,heard,11819.4534359898,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,heed,2772.02685438229,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,hid,51224.4089148439,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,hoard,3526.03320354296,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,hod,104976.693335911,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,hood,23062.0204735103,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,hud,259.51506268247,FALSE
LV,pre,had,C09-LV,1.14466209761675,-0.539494160554062,whod,32542.3654797719,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,had,882.117960761583,TRUE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,hard,1041.05740549716,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,head,9947.95411283868,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,heard,28087.4422297279,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,heed,4192.52483000021,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,hid,61317.4797448742,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,hoard,4380.8467124208,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,hod,29139.3127457848,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,hood,28996.1551519956,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,hud,1668.50718183009,FALSE
LV,pre,hard,C010-LV,1.44205713418144,-1.0506132978603,whod,36957.5750766127,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,had,196.988839819546,TRUE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,hard,690.329630188135,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,head,5322.91470741989,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,heard,17215.9575790674,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,heed,3166.6707531245,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,hid,85758.3926976083,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,hoard,4622.60525534925,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,hod,113455.68572583,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,hood,32298.1415570196,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,hud,1669.46412002551,FALSE
LV,pre,hard,C011-LV,1.44183553676516,-0.576524000036153,whod,42490.8727978002,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,had,127.030468387107,TRUE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,hard,931.343962009101,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,head,5351.69153072143,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,heard,11373.9476002974,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,heed,2729.76243443197,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,hid,51170.5204967006,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,hoard,3518.50044545214,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,hod,109257.479817721,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,hood,22933.9077676193,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,hud,342.418755108162,FALSE
LV,pre,hard,C012-LV,1.13614680432388,-0.519754467048818,whod,32474.7504301286,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,had,162.941663755671,TRUE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,hard,3127.67678641287,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,head,4038.63875543669,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,heard,4556.75759648022,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,heed,2152.46591833465,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,hid,29952.8803285451,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,hoard,2866.58826452021,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,hod,152394.489064557,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,hood,15673.7298393052,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,hud,605.026065256394,FALSE
LV,pre,hard,C014-LV,0.814182919403783,-0.285066997537469,whod,24982.2571864371,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,had,474.510343103143,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,hard,412.675591292034,TRUE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,head,10094.6699988655,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,heard,15169.9438789882,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,heed,4674.22457646137,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,hid,16861.119933683,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,hoard,2346.88483091903,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,hod,22838.5991086407,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,hood,14029.6073980297,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,hud,6619.42492149756,FALSE
LV,pre,hard,C015-LV,0.882277001512547,-0.950441899710272,whod,20944.3861589129,FALSE
LV,pre,hard,C017-LV,0.751930982575539,-0.505540195053517,had,149.947619850528,TRUE
